L.glottocode,name,dataset,dialect,Consonant,Vowel,Group
nobi1240,Nobiin,spa,Mahas-Fiyadikka - ~N/A~,33,10,33010
ilok1237,Ilocano,gm,Iloko/Ilocano - Northern,17,6,17006
kuru1302,Kurukh,spa,Kurukh - ~N/A~,46,22,46022
dhim1246,Dhimal,ea,Dhimal - ~N/A~,31,22,31022
huba1236,Kilba,gm,Kilba - ~N/A~,24,5,24005
telu1262,Telugu,spa,Telugu - ~N/A~,47,21,47021
toll1241,Tol,upsid,TOL - ~N/A~,22,6,22006
wich1264,Wichí,saphon,Wichí - Mision la Paz dialect,23,5,23005
paka1251,Pakanha,er,Bakanh - ~N/A~,21,10,21010
abkh1244,Abkhaz,ea,Abkhaz - Abkhaz (Bzyb),67,3,67003
chic1270,Chickasaw,ph,Chickasaw - ~N/A~,16,9,16009
amdo1237,Amdo,ea,Khalong Tibetan - ~N/A~,53,6,53006
wuzl1236,Uldeme,gm,Ouldeme - ~N/A~,34,5,34005
lahu1253,Lahu,ea,Lahu - Lahu (Black),24,22,24022
mada1282,Mada (in Nigeria),gm,mada - ~N/A~,23,13,23013
pemo1248,Pemon,saphon,Pemon - Arekuna dialect,10,7,10007
mace1250,Macedonian,ph,Macedonian - ~N/A~,26,6,26006
wari1268,Wari',ph,Wari; Wari''; Wariʔ; Oro Nao' - Oro Nao,14,6,14006
kham1282,Kham (Dege),ea,Soghpo Tibetan - ~N/A~,96,33,96033
ntch1242,Ncàm,aa,Bassar - ~N/A~,21,6,21006
coeu1236,Coeur d'Alene,ph,Coeur d''Alene' - ~N/A~,40,8,40008
klam1254,Klamath,upsid,KLAMATH - ~N/A~,33,4,33004
basq1248,Basque,spa,Basque - ~N/A~,23,5,23005
west2369,Persian,upsid,FARSI - ~N/A~,24,6,24006
tibe1272,Tibetan (Standard Spoken),ea,Lhasa Tibetan - ~N/A~,27,23,27023
xhos1239,Xhosa,gm,Xhosa - ~N/A~,75,7,75007
yekh1238,Etsako,ph,Etsako - ~N/A~,26,7,26007
lowe1385,Sorbian (Lower),ea,Lower Sorbian - ~N/A~,35,7,35007
chay1248,Chayahuita,saphon,Shawi - ~N/A~,14,4,14004
lith1251,Lithuanian,ea,Lithuanian - Lithuanian (North Samogitian),45,14,45014
czec1258,Czech,ea,Czech - Czech (Moravian),27,13,27013
lena1238,Lenakel,upsid,LENAKEL - ~N/A~,15,6,15006
siwi1239,Berber (Siwa),gm,Siwi - ~N/A~,26,12,26012
yana1271,Yana,upsid,YANA - ~N/A~,22,8,22008
basq1248,Basque,uz,Basque - Goizueta Basque,23,10,23010
yind1247,Yindjibarndi,er,Yinhawangka - ~N/A~,20,6,20006
lazz1240,Laz,ea,Laz - Laz (Arhavi),29,7,29007
stan1288,Spanish,ea,Spanish - Spanish (Murcian),19,26,19026
nyah1250,Nyah Kur (Tha Pong),upsid,NYAH KUR - ~N/A~,26,24,26024
kari1311,Karitiâna,saphon,Karitiâna - ~N/A~,11,20,11020
kore1283,Koreguaje,saphon,Koreguaje - ~N/A~,18,12,18012
guru1261,Gurung,ea,Gurung - Gurung (Western),29,20,29020
halh1238,Khalkha,upsid,KHALKHA - ~N/A~,21,12,21012
kitj1240,Kitja,er,Kija - ~N/A~,19,5,19005
woiw1237,Woiwurrung,er,Woiwurrung - ~N/A~,20,3,20003
benc1235,Gimira,gm,Gimira - Benchnon,46,5,46005
spok1245,Spokane,ph,Spokan - ~N/A~,38,5,38005
zagh1240,Beria,gm,Beria - ~N/A~,21,9,21009
hind1269,Hindi,uz,Hindi - Standard Hindi (as spoken in Varanasi,63,11,63011
kera1255,Kera,upsid,KERA - ~N/A~,24,6,24006
yaqu1251,Yaqui,upsid,YAQUI - ~N/A~,17,5,17005
komc1235,Kom,aa,Kom - ~N/A~,59,9,59009
kuoo1238,Koh (Lakka),gm,Kuo - ~N/A~,29,24,29024
sali1298,Sáliba (in Colombia),saphon,Sáliba - ~N/A~,20,10,20010
fuln1247,Fulniô,saphon,Yaathe - ~N/A~,21,12,21012
dizi1235,Dizi,upsid,DIZI - ~N/A~,24,6,24006
cent1973,Pashto,ea,Wazirwola - Wazirwola (North Wazīrī),25,6,25006
bata1289,Batak (Toba),ph,Toba-Batak - ~N/A~,18,9,18009
kama1373,Kamaiurá,saphon,Kamayurá - ~N/A~,14,12,14012
stan1288,Spanish,spa,Spanish - ~N/A~,20,5,20005
nang1259,Ngankikurungkurr,ph,Nganikurungkurr - Daly River Area,20,8,20008
barb1263,Chumash (Barbareño),ph,Barbareño - ~N/A~,72,12,72012
gaam1241,Ingessana,upsid,TABI - ~N/A~,24,9,24009
paez1247,Páez,saphon,Páez - ~N/A~,33,16,33016
pint1250,Pintupi,er,Pintupi - ~N/A~,17,6,17006
acat1239,Tlapanec,upsid,TLAPANEC - ~N/A~,20,10,20010
yemb1246,Yemba,aa,Yemba - ~N/A~,21,8,21008
nene1249,Nenets,spa,Yurak - ~N/A~,26,8,26008
ndon1254,Ndonga,gm,Ndonga (Eunda) - Eunda,29,5,29005
lega1249,Lega,gm,lega-shabunda - beya,18,14,18014
dyir1250,Dyirbal,upsid,DYIRBAL - ~N/A~,13,3,13003
cofa1242,Cofán,upsid,COFAN - ~N/A~,30,5,30005
seba1251,Chaha,gm,Muher - ~N/A~,34,8,34008
yems1235,Yemsa,gm,Yemsa - ~N/A~,25,10,25010
east2440,Taba,ph,East Makian - ~N/A~,19,5,19005
wadj1254,Bachamal,er,Patjtjamalh - ~N/A~,17,5,17005
trum1247,Trumai,saphon,Trumai - ~N/A~,23,6,23006
goli1247,Golin,ph,Golin - ~N/A~,13,10,13010
tetu1245,Tetun,gm,Tetun - ~N/A~,13,5,13005
boro1282,Bororo,upsid,BORORO - ~N/A~,13,7,13007
mose1249,Mosetén,ph,Moseten - ~N/A~,26,12,26012
waiw1244,Wai Wai,saphon,Waiwai - ~N/A~,14,6,14006
adze1240,Adzera,spa,Adzera - ~N/A~,18,7,18007
kadi1248,Kadiwéu,saphon,Kadiwéu - ~N/A~,23,8,23008
kore1280,Korean,upsid,KOREAN - ~N/A~,21,11,21011
taga1270,Tagalog,upsid,TAGALOG - ~N/A~,18,5,18005
bats1242,Tsova-Tush,upsid,BATS - ~N/A~,35,10,35010
haka1240,Lai,upsid,LAI - ~N/A~,45,7,45007
dhuw1249,Djapu,upsid,YOLNGU - ~N/A~,20,3,20003
indo1317,Bajau (Sama),upsid,SAMA - ~N/A~,26,6,26006
shua1257,Jivaro,spa,Jivaro - ~N/A~,16,8,16008
amah1246,Amahuaca,spa,Amahuaca - ~N/A~,14,8,14008
alla1248,Alladian,gm,Alladian - ~N/A~,23,11,23011
tibe1272,Tibetan (Standard Spoken),ph,Tibetan - Lhasa,24,8,24008
sala1264,Salar,ea,Salar - ~N/A~,31,12,31012
finn1318,Finnish,upsid,FINNISH - ~N/A~,17,8,17008
huam1248,Quechua (Huallaga),ph,Huallaga (Huanuco) Quechua - ~N/A~,21,10,21010
chec1245,Chechen,ea,Chechen - Chechen (Şaroy),39,25,39025
hakk1236,Hakka,ea,Hakka Chinese - ~N/A~,23,16,23016
nucl1347,Wolof,spa,Wolof - ~N/A~,26,14,26014
wash1253,Washo,ph,Washo - ~N/A~,26,6,26006
wiyo1248,Wiyot,upsid,WIYOT - ~N/A~,24,5,24005
lave1249,Brao,upsid,BRAO - ~N/A~,22,9,22009
yind1247,Yindjibarndi,er,Yindjibarndi - ~N/A~,19,6,19006
koya1251,Koya,ra,Koya - ~N/A~,21,10,21010
sora1254,Sora,ra,Soːra - ~N/A~,21,10,21010
shon1251,Shona,ph,Shona - ~N/A~,37,5,37005
kase1253,Kasem,aa,Kasɩm - ~N/A~,21,20,21020
haya1250,Haya,ph,Haya - ~N/A~,19,10,19010
shar1245,Sharanahua,saphon,Sharanawa - ~N/A~,15,8,15008
nucl1301,Turkish,ea,Turkish - Turkish (Standard),23,15,23015
acha1250,Achagua,saphon,Achagua - ~N/A~,19,10,19010
kari1255,Kipea,saphon,Karirí-Xocó - Dzubukuá dialect,14,7,14007
apal1257,Apalaí,saphon,Apalaí - ~N/A~,12,12,12012
cacu1241,Cacua,upsid,CACUA - ~N/A~,12,10,12010
tune1261,Tunen,gm,Nen - ~N/A~,17,7,17007
hixk1239,Hixkaryana,saphon,Hixkaryána - ~N/A~,18,5,18005
sant1410,Santali,ea,Santali - ~N/A~,26,31,26031
kwaz1243,Kwaza,ph,Kwaza - ~N/A~,29,16,29016
konk1269,Konkomba,aa,Konkomba - ~N/A~,22,12,22012
livv1244,Liv,ea,Livonian - Livonian (Vidzeme),23,8,23008
amah1246,Amahuaca,saphon,Amahuaca - ~N/A~,15,8,15008
furu1242,Bagiro,ph,Furu - ~N/A~,31,10,31010
nort2943,Iñupiaq,ph,Iñupiaq; Iñupiat; Inupiat; Inupiaq - ~N/A~,24,3,24003
aari1239,Aari,gm,Aari - ~N/A~,26,10,26010
maza1291,Mazanderani,ph,Mazanderani - ~N/A~,22,7,22007
java1254,Javanese,upsid,JAVANESE - ~N/A~,21,8,21008
west2392,Mari (Hill),ea,Hill Mari - Hill Mari (Jaransk),23,10,23010
mund1325,Mundang,gm,Mundang - ~N/A~,37,27,37027
ngas1240,Angas,upsid,ANGAS - ~N/A~,32,11,32011
mala1464,Malayalam,ea,Malayalam - ~N/A~,38,15,38015
east2563,Cham (Eastern),upsid,CHAM - ~N/A~,21,11,21011
bada1257,Badaga,ra,Badaga - ~N/A~,25,13,25013
xiri1243,Xiriana,upsid,SHIRIANA - ~N/A~,13,12,13012
nija1241,Balyku,er,Nyiyaparli - ~N/A~,20,5,20005
sout2991,Quechua (Cochabamba),spa,Quechua - ~N/A~,32,5,32005
muru1274,Huitoto (Murui),saphon,Huitoto,14,6,14006
colo1256,Tsafiki,ph,Colorado; Tsafiki - ~N/A~,16,9,16009
stan1290,French,ea,French - ~N/A~,20,14,20014
east2652,Oromo (Harar),gm,Oromo,48,10,48010
tiey1235,Bozo (Tigemaxo),gm,Tigemaxo Bozo - ~N/A~,19,14,19014
paez1247,Páez,upsid,PAEZ - ~N/A~,29,8,29008
ango1258,Angolar,gm,Angolar - ~N/A~,22,12,22012
nucl1302,Georgian,ea,Georgian - ~N/A~,28,5,28005
lazz1240,Laz,ea,Laz - Laz (Pazar),29,5,29005
yank1247,Yankuntjatjara,er,Yankunytjatjara - ~N/A~,17,6,17006
gali1258,Galician,ea,Galician - ~N/A~,23,7,23007
bulu1251,Bulu,aa,Bulu - ~N/A~,24,7,24007
sout2807,Sesotho,ph,Sesotho - ~N/A~,37,9,37009
siks1238,Blackfoot,ph,Blackfoot - ~N/A~,13,12,13012
sela1259,Selaru,ph,Selaru - ~N/A~,14,5,14005
baka1277,Bakairí,saphon,Bakairí - Eastern dialect,16,14,16014
toca1235,Asuriní,saphon,Asuriní do Tocantins - ~N/A~,11,5,11005
balt1258,Balti,ea,Balti - Balti (Kharkoo),35,5,35005
russ1263,Russian,spa,Russian - ~N/A~,33,5,33005
mani1292,Meithei,ph,Manipuri - ~N/A~,25,6,25006
nucl1347,Wolof,aa,Wolof - ~N/A~,38,16,38016
lugb1240,Lugbara,upsid,LUGBARA - ~N/A~,26,10,26010
shus1248,Shuswap,upsid,SHUSWAP - ~N/A~,37,7,37007
obol1243,Obolo,ph,Obolo - ~N/A~,22,12,22012
zuni1245,Zuni,spa,Zuni - ~N/A~,44,10,44010
kuna1268,Kunama,upsid,KUNAMA - ~N/A~,19,7,19007
vlax1238,Romani (Kalderash),uz,greek Thrace Xoraxane Romane - ~N/A~,27,12,27012
pana1307,Panará,saphon,Panará - ~N/A~,11,15,11015
panj1256,Panjabi,ra,Punjabi - ~N/A~,32,19,32019
wuch1236,Wu,upsid,CHANGZHOU - ~N/A~,25,9,25009
koka1244,Gugada,er,Kukata - ~N/A~,17,6,17006
paiw1248,Paiwan,ea,Paiwan - Paiwan (Kulalao),21,4,21004
noon1243,Noni,upsid,NONI - ~N/A~,19,14,19014
mara1378,Marathi,ra,Marathi - ~N/A~,42,13,42013
sind1272,Sindhi,ea,Sindhi - Sindhi (Vicholi),46,10,46010
bond1245,Remo,ra,Remo - ~N/A~,27,13,27013
sgaw1245,Karen (Sgaw),spa,Karen - ~N/A~,27,9,27009
nort2671,Saami (Northern),uz,Northern Saami - Guovdageaidnu,63,11,63011
jaqa1244,Jaqaru,saphon,Jaqaru - ~N/A~,36,6,36006
afad1236,Kotoko,upsid,KOTOKO - ~N/A~,27,9,27009
kagu1239,Kagulu,gm,Kagulu - ~N/A~,26,5,26005
stan1290,French,upsid,FRENCH - ~N/A~,21,16,21016
dege1246,Degema,gm,Degema - ~N/A~,24,10,24010
kumb1268,Gumbaynggir,er,Baanbay - ~N/A~,13,6,13006
afri1274,Afrikaans,gm,Afrikaans - ~N/A~,16,23,16023
ngad1258,Ngadjumaja,er,Mirrniny - ~N/A~,20,6,20006
nyun1247,Nyungar,er,Balardung - ~N/A~,17,5,17005
thur1254,Dharawal,er,Dharawal - ~N/A~,19,6,19006
zarm1239,Zarma,aa,Zarma - ~N/A~,20,16,20016
brok1247,Brokskat,ra,Brokskat - ~N/A~,41,15,41015
zuni1245,Zuni,upsid,ZUNI - ~N/A~,20,5,20005
dagb1246,Dagbani,aa,Dagbani - ~N/A~,23,6,23006
wara1303,Warao,saphon,Warao - ~N/A~,11,5,11005
peve1243,Lamé,upsid,LAME - ~N/A~,30,8,30008
laoo1244,Lao,ea,Lao - Lao (Vientiane),21,21,21021
east2328,Mari (Meadow),upsid,MARI - ~N/A~,25,8,25008
nort2690,Uzbek (Northern),upsid,UZBEK - ~N/A~,24,6,24006
trio1238,Tiriyo,saphon,Trió - ~N/A~,10,14,10014
hupa1239,Hupa,upsid,HUPA - ~N/A~,28,7,28007
nafa1258,Nafaanra,aa,Nafaanra - ~N/A~,25,19,25019
ming1252,Mingrelian,ph,Mingrelian - Senak,30,5,30005
avik1243,Avikam,gm,Avikam - ~N/A~,25,6,25006
yaku1245,Yakut,spa,Yakut - ~N/A~,33,16,33016
mati1255,Matis,saphon,Matís - ~N/A~,15,6,15006
amas1236,Nyimang,upsid,NYIMANG - ~N/A~,18,7,18007
gugu1255,Guugu Yimidhirr,er,Guugu Yimidhirr - ~N/A~,17,6,17006
wayu1243,Goajiro,upsid,GUAJIRO - ~N/A~,14,12,14012
beng1280,Bengali,uz,Bengali - Bangladeshi Standard (spoken in Dhaka and other urban aread of Bangladesh),49,23,49023
benc1235,Gimira,gm,Bench - ~N/A~,29,5,29005
apro1235,Aizi,upsid,AIZI - ~N/A~,24,9,24009
bana1305,Bana,gm,bana - ~N/A~,37,3,37003
shan1277,Shan,ea,Shan - Shan (Zhe Fang),23,10,23010
jaqa1244,Jaqaru,upsid,JAQARU - ~N/A~,36,3,36003
dann1241,Dan,gm,Dan - Santa,44,40,44040
koya1251,Koya,upsid,KOYA - ~N/A~,19,5,19005
nava1243,Navajo,spa,Navaho - ~N/A~,36,16,36016
pwon1235,Phlong,upsid,PHLONG - ~N/A~,25,12,25012
amah1246,Amahuaca,upsid,AMAHUACA - ~N/A~,14,8,14008
soma1255,Somali,upsid,SOMALI - ~N/A~,22,10,22010
ngal1293,Ngalakan,ph,Ngalakan - ~N/A~,17,9,17009
arch1244,Archi,upsid,ARCHI - ~N/A~,81,10,81010
pare1272,Paresi,saphon,Paresí - ~N/A~,15,4,15004
timn1235,Temne,aa,Themne - ~N/A~,17,9,17009
guam1248,Guambiano,upsid,GUAMBIANO - ~N/A~,18,6,18006
sele1250,Selepet,spa,Selepet - ~N/A~,15,6,15006
kuot1243,Kuot,ph,Kuot - ~N/A~,13,6,13006
maqu1238,Carib (De'kwana),saphon,Yekwana - ~N/A~,12,14,12014
sout2949,Kiwai (Southern),upsid,SOUTHERN KIWAI - ~N/A~,12,7,12007
iraq1241,Iraqw,spa,Iraqw - ~N/A~,33,12,33012
nung1290,Nunggubuyu,spa,Nunggubuyu - ~N/A~,19,5,19005
nupe1254,Nupe,aa,Nupe - ~N/A~,25,8,25008
khan1273,Khanty,ph,Eastern Khanty - ~N/A~,18,13,18013
pula1263,Fula (Senegal),aa,Pulaar - ~N/A~,28,10,28010
lakk1252,Lak,ea,Lak - Lak (Kumux),58,10,58010
koyr1242,Koyraboro Senni,gm,Songhay,23,14,23014
haus1257,Hausa,spa,Hausa - ~N/A~,32,10,32010
abau1245,Abau,ph,Abau - ~N/A~,9,5,9005
bong1285,Bongo,ph,Bongo - ~N/A~,18,11,18011
kwak1269,Kwakw'ala,upsid,KWAKW'ALA - ~N/A~,42,6,42006
kara1474,Karata,ea,Tukita - ~N/A~,45,8,45008
sanu1240,Sanuma,ph,Sanuma; Sanumá - ~N/A~,11,13,11013
jola1263,Diola-Fogny,aa,Joola - ~N/A~,19,10,19010
orok1269,Orokaiva,ph,Orokaiva - ~N/A~,12,5,12005
nung1290,Nunggubuyu,er,Wubuy - ~N/A~,19,6,19006
telu1262,Telugu,upsid,TELUGU - ~N/A~,32,11,32011
poli1260,Polish,ea,Polish - Polish (Standard),27,8,27008
kaiw1246,Kaiwá,saphon,Kaiwá - ~N/A~,14,12,14012
cash1251,Cashibo,saphon,Cashibo-Cacataibo - ~N/A~,15,6,15006
cent2142,Aymara (Central),saphon,Aymara - Chilean dialect,28,3,28003
adyg1241,Adyghe (Abzakh),ea,Adyghe - ~N/A~,56,3,56003
nuuc1236,Kyuquot,upsid,TSESHAHT - ~N/A~,37,5,37005
hung1274,Hungarian,ea,Hungarian - Hungarian (Standard),25,14,25014
basq1248,Basque,ea,Basque - Basque (Ondarroa),21,7,21007
nucl1235,Armenian (Eastern),spa,Armenian - ~N/A~,30,7,30007
cola1237,Colac,er,Kolakngat - ~N/A~,17,5,17005
nort2972,Emberá (Northern),saphon,Northern Emberá - ~N/A~,20,12,20012
ligu1248,Italian (Genoa),ea,Ligurian - Ligurian (Miogliola),24,21,24021
hooo1248,Ho,ra,Ho - ~N/A~,24,19,24019
cayu1262,Cayuvava,upsid,CAYUVAVA - ~N/A~,17,16,17016
vani1248,Dumo,upsid,VANIMO - ~N/A~,12,16,12016
dhan1270,Gaalpu,er,Dhangu - ~N/A~,20,6,20006
nank1250,Nankina,ph,Nankina - ~N/A~,14,6,14006
cent2087,Bikol,gm,Bikol (Bicolano) - Central,23,5,23005
pate1247,Patep,ph,Patep - Mahomba,30,14,30014
hooo1248,Ho,ea,Ho - Ho (Mayurbhanj),22,13,22013
esee1248,Ese Ejja,saphon,Ese Eja - Peru,18,4,18004
sout2985,Miwok (Southern Sierra),upsid,SIERRA MIWOK - ~N/A~,15,6,15006
east2347,Tamang (Eastern),ea,Tamang - Tamang (Dhankuta),37,16,37016
katc1249,Kadugli,gm,Kadugli (Kadugli) - Kadugli,39,20,39020
adam1253,Fulfulde (Adamawa),ph,Adamawa Fulfulde; Adamawa Fulani - ~N/A~,27,9,27009
bodo1269,Bodo,upsid,BODO - ~N/A~,15,6,15006
bouy1240,Yay,upsid,YAY - ~N/A~,23,11,23011
gbag1258,Gwari,upsid,GWARI - ~N/A~,20,6,20006
tsou1248,Tsou,upsid,TSOU - ~N/A~,15,6,15006
suen1241,Suena,upsid,SUENA - ~N/A~,13,5,13005
bhoj1244,Bhojpuri,ea,Bhojpuri - ~N/A~,35,16,35016
juma1249,Júma,saphon,Júma - ~N/A~,12,12,12012
gheg1238,Albanian,ea,Gheg Albanian - Gheg Albanian (North-Eastern),27,16,27016
alya1239,Alyawarra,er,Alyawarr - ~N/A~,40,3,40003
cuib1242,Cuiba,saphon,Cuiba - ~N/A~,17,8,17008
apur1254,Apurinã,ph,Apurinã - Japiim,14,26,14026
nene1249,Nenets,upsid,NENETS - ~N/A~,27,8,27008
isth1244,Zapotec (Isthmus),uz,Isthmus (Juchitán) Zapotec - Isthmus (Juchitán) Zapotec (ʼzapoteco de la planicie costeraʼ; spoken on the Isthmus of Tehuantepec,22,7,22007
nyam1277,Nyambo,gm,Kinyambo - ~N/A~,20,10,20010
budu1250,Budu,gm,Kibudu - ~N/A~,31,9,31009
nara1262,Nara (in Ethiopia),upsid,NERA - ~N/A~,17,5,17005
komo1258,Komo,gm,Komo - ~N/A~,23,5,23005
uigh1240,Uyghur,ea,Uyghur - Uyghur (Xinjiang),28,15,28015
lezg1247,Lezgian,ea,Lezgian - Lezgian (Güne),88,8,88008
akaw1239,Akawaio,upsid,AKAWAIO - ~N/A~,13,10,13010
hebr1245,Hebrew (Modern Ashkenazic),ea,Israeli Hebrew - ~N/A~,20,5,20005
moch1259,Mochica,saphon,Mochica - ~N/A~,20,12,20012
copa1236,Zoque (Copainalá),upsid,ZOQUE - ~N/A~,16,6,16006
yulu1243,Yulu,upsid,YULU - ~N/A~,35,7,35007
nucl1454,Yawa,upsid,YAWA - ~N/A~,14,5,14005
nucl1417,Igbo,uz,Igbo - Standard Igbo (can be seen as a fusion of aspects of central Igbo and Onitsha Igbo; cannot be localised in any particular region or area of Igboland),24,8,24008
sand1273,Sandawe,upsid,SANDAWE - ~N/A~,47,7,47007
choc1276,Choctaw,ph,Choctaw - ~N/A~,15,6,15006
akla1241,Aklanon,ph,Aklan - ~N/A~,17,3,17003
seba1251,Chaha,gm,Gyeto - ~N/A~,39,6,39006
stan1293,English,uz,American English - Southeastern Michigan,24,15,24015
maas1239,Fulfulde (Maasina),aa,Fulfulde - Fulfulde (Mali),27,10,27010
liby1240,Arabic (Eastern Libyan),ph,Lebanese Arabic - ~N/A~,34,16,34016
pemo1248,Pemon,saphon,Pemon - Tarepang dialect,10,11,10011
kama1351,Kamass,ea,Kamassian - ~N/A~,26,11,26011
maxa1247,Maxakalí,saphon,Maxakalí - ~N/A~,10,10,10010
gali1262,Carib,saphon,Carib - Suriname dialect,9,6,9006
bayu1240,Bayungu,er,Payungu - ~N/A~,20,6,20006
alut1245,Alutor,ea,Alutor - ~N/A~,18,9,18009
chau1259,Chaudangsi,ra,Chandangs and Byangs - ~N/A~,34,8,34008
colo1256,Tsafiki,saphon,Tsáfiki - ~N/A~,16,10,16010
ormu1247,Ormuri,upsid,ORMURI - ~N/A~,25,6,25006
huas1242,Huastec,upsid,HUASTECO - ~N/A~,21,5,21005
cavi1250,Cavineña,ph,Cavinena - ~N/A~,20,4,20004
tigr1270,Tigré,spa,Tigre - ~N/A~,47,7,47007
nort2954,Paiute (Northern),ph,Northern Paiute - ~N/A~,14,10,14010
sout2991,Quechua (Cochabamba),upsid,QUECHUA - ~N/A~,31,5,31005
gand1255,Luganda,aa,Luganda - ~N/A~,19,10,19010
arab1267,Arabana,er,Arabana - ~N/A~,21,3,21003
amdo1237,Amdo,ea,gSerpa - ~N/A~,48,10,48010
nort2966,Pomo (Northern),ph,Northern Pomo - ~N/A~,29,10,29010
bret1244,Breton,upsid,BRETON - ~N/A~,25,20,25020
hopi1249,Hopi,spa,Hopi - ~N/A~,31,18,31018
nucl1305,Kannada,ra,Kannada - ~N/A~,36,11,36011
koor1239,Koorete,gm,Koorete - ~N/A~,51,10,51010
kekc1242,K'ekchí,upsid,K'EKCHI - ~N/A~,21,5,21005
ngaa1240,Ngaanyatjarra,er,Ngaanyatjarra - ~N/A~,17,6,17006
nucl1310,Burmese,spa,Burmese - ~N/A~,34,13,34013
cebu1242,Cebuano,gm,Cebuano - ~N/A~,18,3,18003
kalk1246,Kalkatungu,upsid,KALKATUNGU - ~N/A~,20,3,20003
lezg1247,Lezgian,ea,Lezgian - Lezgian (İsmayıllı),38,9,38009
wikm1247,Wik Munkan,spa,Wik-Munkan - ~N/A~,13,10,13010
stan1318,Arabic (Modern Standard),uz,Arabic - Safad,29,8,29008
mapo1246,Mapoyo,saphon,Mapoyo - ~N/A~,12,7,12007
nucl1417,Igbo,upsid,IGBO - ~N/A~,43,16,43016
adam1253,Fulfulde (Adamawa),aa,Fulfulde - Fulfulde (Cameroon),24,10,24010
stan1293,English,uz,English (British) - Tyneside English (spoken in Newcastle),24,15,24015
yort1237,Yorta Yorta,er,Yabula-Yabula - ~N/A~,15,5,15005
berb1259,Berbice Dutch Creole,ph,Berbice Dutch - ~N/A~,20,6,20006
matu1259,Matuumbi,gm,matuumbi - ~N/A~,15,5,15005
ngar1235,Bilinarra,er,Ngarinyman - ~N/A~,17,6,17006
yuec1235,Cantonese,ea,Yue Chinese - Yue Chinese (Hong Kong Cantonese),19,22,19022
wath1238,Wathawurrung,er,Wathawurrung - ~N/A~,20,3,20003
wand1278,Malgwa,gm,Mandara - ~N/A~,45,5,45005
pang1290,Pangasinan,gm,Pagasinan - ~N/A~,16,5,16005
baou1238,Baule,ph,Baule - Kobe,16,7,16007
guja1252,Gujarati,ea,Gujarati - Gujarati (Standard),31,27,31027
wakh1245,Wakhi,ea,Wakhi - ~N/A~,38,12,38012
bora1271,Oromo (Boraana),gm,Galla - ~N/A~,26,10,26010
astu1245,Asturian,ea,Asturian - Asturian (North-Eastern),20,7,20007
hind1269,Hindi,upsid,HINDI-URDU - ~N/A~,40,21,40021
thay1249,Kuuk Thaayorre,er,Thaayorre - ~N/A~,16,10,16010
park1239,Podoko,aa,Podoko - ~N/A~,31,4,31004
omag1248,Omagua,saphon,Omagua - ~N/A~,13,5,13005
arbo1245,Arbore,gm,Arbore - ~N/A~,49,10,49010
taga1270,Tagalog,spa,Tagalog - ~N/A~,18,10,18010
cher1273,Cherokee,upsid,CHEROKEE - ~N/A~,11,6,11006
koyr1240,Koyra Chiini,aa,Songhoy - ~N/A~,21,15,21015
wikn1245,Wik Ngathana,er,Wik-Ngathan - ~N/A~,16,12,16012
murs1242,Mursi,upsid,MURSI - ~N/A~,21,5,21005
ticu1245,Ticuna,saphon,Ticuna - ~N/A~,15,18,15018
libe1247,Kpelle,aa,Kpelle - ~N/A~,21,21,21021
alab1237,Alabama,upsid,ALABAMA - ~N/A~,14,3,14003
kist1241,Soddo,gm,Goggot - ~N/A~,34,7,34007
seda1262,Sedang,spa,Sedang - ~N/A~,39,14,39014
dagb1246,Dagbani,upsid,DAGBANI - ~N/A~,23,6,23006
kara1464,Karaim,ea,Karaim - Karaim (Northwestern),29,8,29008
iaai1238,Iaai,spa,Iai - ~N/A~,33,19,33019
djam1256,Djambarrpuyngu,er,Djambarrpuyngu - ~N/A~,25,6,25006
aona1235,Ao,upsid,AO - ~N/A~,14,6,14006
mace1250,Macedonian,ea,Macedonian - Macedonian (Standard),26,6,26006
pitj1243,Pitjantjatjara,uz,Pitjantjatjara - ~N/A~,17,8,17008
udmu1245,Udmurt,ea,Udmurt - Udmurt (Krasnoufimsk),23,10,23010
mayo1261,Mayogo,gm,Mayogo - ~N/A~,33,10,33010
nucl1417,Igbo,aa,Igbo - ~N/A~,28,8,28008
occi1239,Occitan,ea,Occitan - Occitan (Gascon),27,31,27031
beng1280,Bengali,ra,Bengali - ~N/A~,34,14,34014
carn1240,Nicobarese (Car),upsid,NICOBARESE - ~N/A~,16,9,16009
cayu1262,Cayuvava,saphon,Cayubaba - ~N/A~,17,16,17016
tuvi1240,Tuvan,ea,Tuvan - Tuvan (Standard),28,24,28024
yans1239,Yansi,gm,Yanzi - ~N/A~,17,22,17022
alam1246,Alamblak,upsid,ALAMBLAK - ~N/A~,18,7,18007
nana1257,Nanai,upsid,NANAI - ~N/A~,18,6,18006
mong1338,Mongo,gm,mongo-nkundu - ~N/A~,45,7,45007
resi1247,Resígaro,upsid,RESIGARO - ~N/A~,30,5,30005
kara1467,Karakalpak,ea,Karakalpak - ~N/A~,25,13,25013
pume1238,Yaruro,saphon,Pumé - ~N/A~,23,15,23015
lusi1240,Lusi,upsid,KALIAI - ~N/A~,16,5,16005
gaaa1244,Gã,spa,Ga - ~N/A~,32,12,32012
stan1295,German,spa,German - ~N/A~,23,16,23016
bamb1269,Bambara,gm,Bamana - Beledugu,32,24,32024
