glottocode,Phoneme,dataset
gida1247,m,ph
gida1247,mb,ph
gida1247,n,ph
gida1247,nd,ph
gida1247,nɡ,ph
gida1247,p,ph
gida1247,r,ph
gida1247,s,ph
gida1247,t,ph
gida1247,v,ph
gida1247,w,ph
gida1247,z,ph
gida1247,ŋ,ph
gida1247,ɓ,ph
gida1247,ɗ,ph
gida1247,ɟ,ph
gida1247,ɡ,ph
gida1247,ɡb,ph
gida1247,ʂ,ph
gida1247,ʐ,ph
gida1247,ʔ,ph
gida1247,˦,ph
gida1247,˨,ph
gida1247,a,ph
gida1247,e,ph
gida1247,i,ph
gida1247,o,ph
gida1247,u,ph
gida1247,ø,ph
gida1247,ə,ph
gida1247,ʉ,ph
kaya1329,j,ph
kaya1329,k,ph
kaya1329,kʷ,ph
kaya1329,m,ph
kaya1329,n,ph
kaya1329,p,ph
kaya1329,s,ph
kaya1329,t,ph
kaya1329,w,ph
kaya1329,ŋ,ph
kaya1329,ɡ,ph
kaya1329,ɸ,ph
kaya1329,ɾ,ph
kaya1329,ʔ,ph
kaya1329,a,ph
kaya1329,ã,ph
kaya1329,e,ph
kaya1329,ẽ,ph
kaya1329,i,ph
kaya1329,ĩ,ph
kaya1329,o,ph
kaya1329,õ,ph
kaya1329,u,ph
kaya1329,ũ,ph
kama1367,b,ph
kama1367,d,ph
kama1367,dz,ph
kama1367,j,ph
kama1367,k,ph
kama1367,m,ph
kama1367,mb,ph
kama1367,n,ph
kama1367,nd,ph
kama1367,ndz,ph
kama1367,s,ph
kama1367,t,ph
kama1367,t̠ʃ,ph
kama1367,w,ph
kama1367,ŋ,ph
kama1367,ŋɡ,ph
kama1367,ɡ,ph
kama1367,ɣ,ph
kama1367,ɲ,ph
kama1367,ɸ,ph
kama1367,ɾ,ph
kama1367,ʔ,ph
kama1367,β,ph
kama1367,a,ph
kama1367,e,ph
kama1367,i,ph
kama1367,o,ph
kama1367,u,ph
kama1367,ɨ,ph
kano1245,h,ph
kano1245,j,ph
kano1245,k,ph
kano1245,m,ph
kano1245,n,ph
kano1245,p,ph
kano1245,r,ph
kano1245,t,ph
kano1245,ts,ph
kano1245,v,ph
kano1245,w,ph
kano1245,ɲ,ph
kano1245,a,ph
kano1245,ã,ph
kano1245,e,ph
kano1245,ẽ,ph
kano1245,i,ph
kano1245,ĩ,ph
kano1245,o,ph
kano1245,õ,ph
kano1245,u,ph
kano1245,ũ,ph
kano1245,y,ph
kano1245,ỹ,ph
kano1245,æ,ph
kano1245,æ̃,ph
keny1279,b,ph
keny1279,d,ph
keny1279,d̠ʒ,ph
keny1279,f,ph
keny1279,j,ph
keny1279,k,ph
keny1279,kp,ph
keny1279,m,ph
keny1279,n,ph
keny1279,p,ph
keny1279,r,ph
keny1279,s,ph
keny1279,t,ph
keny1279,t̠ʃ,ph
keny1279,w,ph
keny1279,ŋ,ph
keny1279,ɡ,ph
keny1279,ɡb,ph
keny1279,ɣ,ph
keny1279,ɲ,ph
keny1279,β,ph
keny1279,a,ph
keny1279,ã,ph
keny1279,e,ph
keny1279,ẽ,ph
keny1279,i,ph
keny1279,ĩ,ph
keny1279,o,ph
keny1279,õ,ph
keny1279,u,ph
keny1279,ũ,ph
keny1279,ɔ,ph
keny1279,ɔ̃,ph
keny1279,ə,ph
keny1279,ə̃,ph
keny1279,ɛ,ph
keny1279,ɛ̃,ph
keny1279,ɨ,ph
keny1279,ɨ̃,ph
keny1279,ɯ,ph
keny1279,ɯ̃,ph
khar1287,b,ph
khar1287,bʱ,ph
khar1287,d̪,ph
khar1287,d̪ʱ,ph
khar1287,f,ph
khar1287,j,ph
khar1287,k,ph
khar1287,kʰ,ph
khar1287,l,ph
khar1287,m,ph
khar1287,n,ph
khar1287,p,ph
khar1287,s,ph
khar1287,ts,ph
khar1287,tsʰ,ph
khar1287,t̪,ph
khar1287,t̪ʰ,ph
khar1287,w,ph
khar1287,ŋ,ph
khar1287,ɗ,ph
khar1287,ɗʱ,ph
khar1287,ɟ,ph
khar1287,ɟʱ,ph
khar1287,ɡ,ph
khar1287,ɡʱ,ph
khar1287,ɦ,ph
khar1287,ɲ,ph
khar1287,ɳ,ph
khar1287,ɸ,ph
khar1287,ɽ,ph
khar1287,ɽʱ,ph
khar1287,ɾ,ph
khar1287,ʈ,ph
khar1287,ʈʰ,ph
khar1287,ˀb,ph
khar1287,ˀɗ,ph
khar1287,ˀɟ,ph
khar1287,a,ph
khar1287,ao,ph
khar1287,e,ph
khar1287,i,ph
khar1287,o,ph
khar1287,oi,ph
khar1287,ou,ph
khar1287,u,ph
khar1287,ui,ph
khar1287,æ,ph
kiny1244,b,ph
kiny1244,d,ph
kiny1244,dz,ph
kiny1244,d̠ʒ,ph
kiny1244,f,ph
kiny1244,h,ph
kiny1244,hʲ,ph
kiny1244,hʷ,ph
kiny1244,j,ph
kiny1244,k,ph
kiny1244,kʰ,ph
kiny1244,kʲ,ph
kiny1244,kʷ,ph
kiny1244,m,ph
kiny1244,n,ph
kiny1244,p,ph
kiny1244,pf,ph
kiny1244,pʰ,ph
kiny1244,r,ph
kiny1244,s,ph
kiny1244,t,ph
kiny1244,ts,ph
kiny1244,t̠ʃ,ph
kiny1244,v,ph
kiny1244,w,ph
kiny1244,z,ph
kiny1244,ŋ,ph
kiny1244,ŋʷ,ph
kiny1244,ɗ,ph
kiny1244,ɡ,ph
kiny1244,ɡʲ,ph
kiny1244,ɡʷ,ph
kiny1244,ɲ,ph
kiny1244,ɴ,ph
kiny1244,ɽ,ph
kiny1244,ɽʱ,ph
kiny1244,ʃ,ph
kiny1244,ʒ,ph
kiny1244,β,ph
kiny1244,a,ph
kiny1244,aː,ph
kiny1244,e,ph
kiny1244,eː,ph
kiny1244,i,ph
kiny1244,iː,ph
kiny1244,o,ph
kiny1244,oː,ph
kiny1244,u,ph
kiny1244,uː,ph
koko1269,b,ph
koko1269,d,ph
koko1269,f,ph
koko1269,h,ph
koko1269,k,ph
koko1269,l,ph
koko1269,l̥,ph
koko1269,m,ph
koko1269,m̥,ph
koko1269,n,ph
koko1269,n̥,ph
koko1269,p,ph
koko1269,s,ph
koko1269,t,ph
koko1269,v,ph
koko1269,z,ph
koko1269,ŋ,ph
koko1269,ŋ̥,ph
koko1269,ɡ,ph
koko1269,ɣ,ph
koko1269,ɾ,ph
koko1269,ɾ̥,ph
koko1269,a,ph
koko1269,e,ph
koko1269,i,ph
koko1269,o,ph
koko1269,u,ph
konn1242,b,ph
konn1242,d,ph
konn1242,d̠ʒ,ph
konn1242,f,ph
konn1242,h,ph
konn1242,j,ph
konn1242,k,ph
konn1242,kp,ph
konn1242,kː,ph
konn1242,l,ph
konn1242,lː,ph
konn1242,m,ph
konn1242,mː,ph
konn1242,n,ph
konn1242,nː,ph
konn1242,p,ph
konn1242,pː,ph
konn1242,s,ph
konn1242,t,ph
konn1242,tː,ph
konn1242,t̠ʃ,ph
konn1242,v,ph
konn1242,w,ph
konn1242,z,ph
konn1242,ŋ,ph
konn1242,ŋm,ph
konn1242,ŋː,ph
konn1242,ɡ,ph
konn1242,ɡb,ph
konn1242,ɲ,ph
konn1242,ɾ,ph
konn1242,a,ph
konn1242,aː,ph
konn1242,e,ph
konn1242,eː,ph
konn1242,i,ph
konn1242,iː,ph
konn1242,o,ph
konn1242,oː,ph
konn1242,u,ph
konn1242,uː,ph
konn1242,ɔ,ph
konn1242,ɔː,ph
konn1242,ɛ,ph
konn1242,ɛː,ph
konn1242,ɪ,ph
konn1242,ɪː,ph
konn1242,ʊ,ph
konn1242,ʊː,ph
kulu1253,b,ph
kulu1253,c,ph
kulu1253,cʰ,ph
kulu1253,d,ph
kulu1253,h,ph
kulu1253,j,ph
kulu1253,k,ph
kulu1253,kʰ,ph
kulu1253,l,ph
kulu1253,m,ph
kulu1253,n,ph
kulu1253,p,ph
kulu1253,pʰ,ph
kulu1253,r,ph
kulu1253,s,ph
kulu1253,t,ph
kulu1253,tʰ,ph
kulu1253,w,ph
kulu1253,ŋ,ph
kulu1253,ɟ,ph
kulu1253,ɡ,ph
kulu1253,ʔ,ph
kulu1253,a,ph
kulu1253,ai,ph
kulu1253,au,ph
kulu1253,aː,ph
kulu1253,e,ph
kulu1253,ei,ph
kulu1253,eu,ph
kulu1253,eː,ph
kulu1253,i,ph
kulu1253,iu,ph
kulu1253,iː,ph
kulu1253,o,ph
kulu1253,oi,ph
kulu1253,ou,ph
kulu1253,oː,ph
kulu1253,u,ph
kulu1253,ui,ph
kulu1253,uː,ph
kulu1253,ə,ph
kulu1253,əi,ph
kulu1253,əː,ph
kuot1243,b,ph
kuot1243,d,ph
kuot1243,f,ph
kuot1243,k,ph
kuot1243,l,ph
kuot1243,m,ph
kuot1243,n,ph
kuot1243,p,ph
kuot1243,r,ph
kuot1243,s,ph
kuot1243,t,ph
kuot1243,ŋ,ph
kuot1243,ɡ,ph
kuot1243,a,ph
kuot1243,e,ph
kuot1243,i,ph
kuot1243,o,ph
kuot1243,u,ph
kuot1243,ə,ph
kusu1250,b,ph
kusu1250,bʱ,ph
kusu1250,d,ph
kusu1250,dz,ph
kusu1250,dzʱ,ph
kusu1250,dʱ,ph
kusu1250,j,ph
kusu1250,k,ph
kusu1250,kʰ,ph
kusu1250,l,ph
kusu1250,m,ph
kusu1250,n,ph
kusu1250,p,ph
kusu1250,pʰ,ph
kusu1250,q,ph
kusu1250,qʰ,ph
kusu1250,r,ph
kusu1250,s,ph
kusu1250,t,ph
kusu1250,ts,ph
kusu1250,tsʰ,ph
kusu1250,tʰ,ph
kusu1250,t̠ʃ,ph
kusu1250,w,ph
kusu1250,ŋ,ph
kusu1250,ɡ,ph
kusu1250,ɡʱ,ph
kusu1250,ɢ,ph
kusu1250,ɲ,ph
kusu1250,ɴ,ph
kusu1250,ʔ,ph
kusu1250,χ,ph
kusu1250,a,ph
kusu1250,e,ph
kusu1250,i,ph
kusu1250,o,ph
kusu1250,u,ph
kusu1250,ə,ph
kuvi1243,b,ph
kuvi1243,dz,ph
kuvi1243,d̪,ph
kuvi1243,h,ph
kuvi1243,j,ph
kuvi1243,k,ph
kuvi1243,l,ph
kuvi1243,m,ph
kuvi1243,n,ph
kuvi1243,p,ph
kuvi1243,s,ph
kuvi1243,ts,ph
kuvi1243,t̪,ph
kuvi1243,v,ph
kuvi1243,ŋ,ph
kuvi1243,ɖ,ph
kuvi1243,ɡ,ph
kuvi1243,ɳ,ph
kuvi1243,ɽ,ph
kuvi1243,ɾ,ph
kuvi1243,ʈ,ph
kuvi1243,ʔ,ph
kuvi1243,a,ph
kuvi1243,aː,ph
kuvi1243,ã,ph
kuvi1243,e,ph
kuvi1243,eː,ph
kuvi1243,ẽ,ph
kuvi1243,i,ph
kuvi1243,iː,ph
kuvi1243,ĩ,ph
kuvi1243,o,ph
kuvi1243,oː,ph
kuvi1243,õ,ph
kuvi1243,u,ph
kuvi1243,uː,ph
kuvi1243,ũ,ph
kwaz1243,b,ph
kwaz1243,c,ph
kwaz1243,d,ph
kwaz1243,f,ph
kwaz1243,h,ph
kwaz1243,j,ph
kwaz1243,k,ph
kwaz1243,l,ph
kwaz1243,m,ph
kwaz1243,n,ph
kwaz1243,p,ph
kwaz1243,s,ph
kwaz1243,t,ph
kwaz1243,ts,ph
kwaz1243,t̠ʃ,ph
kwaz1243,t̪,ph
kwaz1243,v,ph
kwaz1243,w,ph
kwaz1243,z,ph
kwaz1243,ð,ph
kwaz1243,ŋ,ph
kwaz1243,ɓ,ph
kwaz1243,ɗ,ph
kwaz1243,ɡ,ph
kwaz1243,ɲ,ph
kwaz1243,ɾ,ph
kwaz1243,ʃ,ph
kwaz1243,ʒ,ph
kwaz1243,ʔ,ph
kwaz1243,a,ph
kwaz1243,ã,ph
kwaz1243,e,ph
kwaz1243,ẽ,ph
kwaz1243,i,ph
kwaz1243,ĩ,ph
kwaz1243,u,ph
kwaz1243,ũ,ph
kwaz1243,y,ph
kwaz1243,œ,ph
kwaz1243,ɔ,ph
kwaz1243,ɔ̃,ph
kwaz1243,ɛ,ph
kwaz1243,ɛ̃,ph
kwaz1243,ɨ,ph
kwaz1243,ɨ̃,ph
lada1244,b,ph
lada1244,dz,ph
lada1244,d̠ʒ,ph
lada1244,d̪,ph
lada1244,h,ph
lada1244,j,ph
lada1244,k,ph
lada1244,kʰ,ph
lada1244,l,ph
lada1244,m,ph
lada1244,n,ph
lada1244,p,ph
lada1244,pʰ,ph
lada1244,r,ph
lada1244,s,ph
lada1244,ts,ph
lada1244,tsʰ,ph
lada1244,t̠ʃ,ph
lada1244,t̠ʃʰ,ph
lada1244,t̪,ph
lada1244,t̪ʰ,ph
lada1244,w,ph
lada1244,z,ph
lada1244,ŋ,ph
lada1244,ɗ,ph
lada1244,ɡ,ph
lada1244,ɮ,ph
lada1244,ɲ,ph
lada1244,ʂ,ph
lada1244,ʃ,ph
lada1244,ʈ,ph
lada1244,ʈʰ,ph
lada1244,ʒ,ph
lada1244,e,ph
lada1244,i,ph
lada1244,o,ph
lada1244,u,ph
lada1244,ə,ph
lang1320,b,ph
lang1320,d,ph
lang1320,d̠ʒ,ph
lang1320,f,ph
lang1320,h,ph
lang1320,j,ph
lang1320,k,ph
lang1320,l,ph
lang1320,m,ph
lang1320,mb,ph
lang1320,mp,ph
lang1320,n,ph
lang1320,nd,ph
lang1320,nt,ph
lang1320,n̠d̠ʒ,ph
lang1320,n̠t̠ʃ,ph
lang1320,p,ph
lang1320,r,ph
lang1320,s,ph
lang1320,t,ph
lang1320,t̠ʃ,ph
lang1320,v,ph
lang1320,w,ph
lang1320,z,ph
lang1320,ŋ,ph
lang1320,ŋk,ph
lang1320,ŋɡ,ph
lang1320,ɡ,ph
lang1320,ɥ,ph
lang1320,ɲ,ph
lang1320,ʃ,ph
lang1320,ʔ,ph
lang1320,a,ph
lang1320,aː,ph
lang1320,e,ph
lang1320,eː,ph
lang1320,i,ph
lang1320,iː,ph
lang1320,o,ph
lang1320,oː,ph
lang1320,u,ph
lang1320,uː,ph
lang1320,ɑ,ph
lang1320,ɑː,ph
lang1320,ɔ,ph
lang1320,ɔː,ph
lang1320,ɛ,ph
lang1320,ɛː,ph
lang1320,ɪ,ph
lang1320,ɪː,ph
lang1320,ʊ,ph
lang1320,ʊː,ph
laoo1244,b,ph
laoo1244,c,ph
laoo1244,cʷ,ph
laoo1244,d,ph
laoo1244,f,ph
laoo1244,h,ph
laoo1244,j,ph
laoo1244,k,ph
laoo1244,kʰ,ph
laoo1244,kʷ,ph
laoo1244,kʷʰ,ph
laoo1244,l,ph
laoo1244,lʷ,ph
laoo1244,m,ph
laoo1244,n,ph
laoo1244,p,ph
laoo1244,pʰ,ph
laoo1244,s,ph
laoo1244,sʷ,ph
laoo1244,t,ph
laoo1244,tʰ,ph
laoo1244,tʷʰ,ph
laoo1244,w,ph
laoo1244,ŋ,ph
laoo1244,ŋʷ,ph
laoo1244,ɲ,ph
laoo1244,ʔ,ph
laoo1244,ʔʷ,ph
laoo1244,a,ph
laoo1244,e,ph
laoo1244,i,ph
laoo1244,ia,ph
laoo1244,o,ph
laoo1244,u,ph
laoo1244,uə,ph
laoo1244,ɔ,ph
laoo1244,ɛ,ph
laoo1244,ɤ,ph
laoo1244,ɯ,ph
laoo1244,ɯə,ph
lavu1241,b,ph
lavu1241,d,ph
lavu1241,f,ph
lavu1241,h,ph
lavu1241,kʰ,ph
lavu1241,l,ph
lavu1241,m,ph
lavu1241,n,ph
lavu1241,pʰ,ph
lavu1241,r,ph
lavu1241,s,ph
lavu1241,t,ph
lavu1241,ŋ,ph
lavu1241,ɰ,ph
lavu1241,β,ph
lavu1241,a,ph
lavu1241,e,ph
lavu1241,i,ph
lavu1241,o,ph
lavu1241,u,ph
lund1266,b,ph
lund1266,d,ph
lund1266,d̠ʒ,ph
lund1266,f,ph
lund1266,h,ph
lund1266,j,ph
lund1266,k,ph
lund1266,l,ph
lund1266,m,ph
lund1266,n,ph
lund1266,p,ph
lund1266,s,ph
lund1266,t,ph
lund1266,t̠ʃ,ph
lund1266,v,ph
lund1266,w,ph
lund1266,z,ph
lund1266,ŋ,ph
lund1266,ɡ,ph
lund1266,ɲ,ph
lund1266,ʃ,ph
lund1266,ʒ,ph
lund1266,a,ph
lund1266,aː,ph
lund1266,e,ph
lund1266,eː,ph
lund1266,i,ph
lund1266,iː,ph
lund1266,o,ph
lund1266,oː,ph
lund1266,u,ph
lund1266,uː,ph
luch1239,f,ph
luch1239,h,ph
luch1239,j,ph
luch1239,k,ph
luch1239,l,ph
luch1239,m,ph
luch1239,mb,ph
luch1239,mpʰ,ph
luch1239,n,ph
luch1239,nd,ph
luch1239,ndz,ph
luch1239,nts,ph
luch1239,ntʰ,ph
luch1239,n̠d̠ʒ,ph
luch1239,n̠t̠ʃ,ph
luch1239,p,ph
luch1239,s,ph
luch1239,t,ph
luch1239,ts,ph
luch1239,t̠ʃ,ph
luch1239,t̪,ph
luch1239,z,ph
luch1239,ð,ph
luch1239,ŋ,ph
luch1239,ŋkʰ,ph
luch1239,ŋɡ,ph
luch1239,ɦ,ph
luch1239,ɲ,ph
luch1239,ʃ,ph
luch1239,ʒ,ph
luch1239,β,ph
luch1239,θ,ph
luch1239,a,ph
luch1239,aː,ph
luch1239,e,ph
luch1239,eː,ph
luch1239,o,ph
luch1239,oː,ph
luch1239,ɪ,ph
luch1239,ɪː,ph
luch1239,ʊ,ph
luch1239,ʊː,ph
orok1266,b,ph
orok1266,d,ph
orok1266,d̠ʒ,ph
orok1266,j,ph
orok1266,k,ph
orok1266,kp,ph
orok1266,l,ph
orok1266,m,ph
orok1266,mb,ph
orok1266,n,ph
orok1266,nd,ph
orok1266,n̠d̠ʒ,ph
orok1266,p,ph
orok1266,s,ph
orok1266,t,ph
orok1266,t̠ʃ,ph
orok1266,w,ph
orok1266,ŋ,ph
orok1266,ŋmɡb,ph
orok1266,ŋɡ,ph
orok1266,ɲ,ph
orok1266,ɽ,ph
orok1266,a,ph
orok1266,e,ph
orok1266,i,ph
orok1266,o,ph
orok1266,u,ph
orok1266,ɔ,ph
orok1266,ɛ,ph
mace1250,b,ph
mace1250,c,ph
mace1250,dz,ph
mace1250,d̠ʒ,ph
mace1250,d̪,ph
mace1250,f,ph
mace1250,j,ph
mace1250,k,ph
mace1250,l,ph
mace1250,l̪,ph
mace1250,m,ph
mace1250,n,ph
mace1250,p,ph
mace1250,r,ph
mace1250,s,ph
mace1250,ts,ph
mace1250,t̠ʃ,ph
mace1250,t̪,ph
mace1250,v,ph
mace1250,x,ph
mace1250,z,ph
mace1250,ɟ,ph
mace1250,ɡ,ph
mace1250,ɲ,ph
mace1250,ʃ,ph
mace1250,ʒ,ph
mace1250,a,ph
mace1250,e,ph
mace1250,i,ph
mace1250,o,ph
mace1250,u,ph
mace1250,ə,ph
mada1293,b,ph
mada1293,d,ph
mada1293,dz,ph
mada1293,f,ph
mada1293,j,ph
mada1293,k,ph
mada1293,kp,ph
mada1293,l,ph
mada1293,m,ph
mada1293,n,ph
mada1293,p,ph
mada1293,r,ph
mada1293,s,ph
mada1293,t,ph
mada1293,ts,ph
mada1293,v,ph
mada1293,w,ph
mada1293,z,ph
mada1293,ŋ,ph
mada1293,ɡ,ph
mada1293,ɡb,ph
mada1293,ʍ,ph
mada1293,˥˩,ph
mada1293,˦,ph
mada1293,˧,ph
mada1293,˨,ph
mada1293,˩˥,ph
mada1293,a,ph
mada1293,ã,ph
mada1293,e,ph
mada1293,i,ph
mada1293,ĩ,ph
mada1293,o,ph
mada1293,u,ph
mada1293,ũ,ph
mada1293,ɔ,ph
mada1293,ɔ̃,ph
mada1293,ə,ph
mada1293,ɛ,ph
mada1293,ɛ̃,ph
madi1260,b,ph
madi1260,d,ph
madi1260,dʷ,ph
madi1260,d̠ʒ,ph
madi1260,f,ph
madi1260,h,ph
madi1260,j,ph
madi1260,k,ph
madi1260,kp,ph
madi1260,kʷ,ph
madi1260,l,ph
madi1260,lʷ,ph
madi1260,m,ph
madi1260,mb,ph
madi1260,n,ph
madi1260,nd,ph
madi1260,ndʷ,ph
madi1260,n̠d̠ʒ,ph
madi1260,p,ph
madi1260,r,ph
madi1260,rʷ,ph
madi1260,s,ph
madi1260,t,ph
madi1260,tʷ,ph
madi1260,t̠ʃ,ph
madi1260,t̠ʃʷ,ph
madi1260,v,ph
madi1260,w,ph
madi1260,z,ph
madi1260,ŋ,ph
madi1260,ŋm,ph
madi1260,ŋmɡb,ph
madi1260,ŋɡ,ph
madi1260,ŋɡʷ,ph
madi1260,ɓ,ph
madi1260,ɗ,ph
madi1260,ɠɓ,ph
madi1260,ɡ,ph
madi1260,ɡb,ph
madi1260,ɡʷ,ph
madi1260,ɱv,ph
madi1260,ɲ,ph
madi1260,ʄ,ph
madi1260,ʔ,ph
madi1260,ʔʷ,ph
madi1260,a,ph
madi1260,e,ph
madi1260,i,ph
madi1260,o,ph
madi1260,u,ph
madi1260,ɔ,ph
madi1260,ɛ,ph
madi1260,ɨ,ph
madi1260,ʊ,ph
mana1295,b,ph
mana1295,d,ph
mana1295,k,ph
mana1295,l,ph
mana1295,m,ph
mana1295,n,ph
mana1295,p,ph
mana1295,s,ph
mana1295,t,ph
mana1295,z,ph
mana1295,ŋ,ph
mana1295,ɡ,ph
mana1295,ɾ,ph
mana1295,a,ph
mana1295,e,ph
mana1295,i,ph
mana1295,o,ph
mana1295,u,ph
mana1288,h,ph
mana1288,j,ph
mana1288,k,ph
mana1288,kʰ,ph
mana1288,kʷ,ph
mana1288,kʷʰ,ph
mana1288,l,ph
mana1288,m,ph
mana1288,mʷ,ph
mana1288,n,ph
mana1288,p,ph
mana1288,pʰ,ph
mana1288,pʷ,ph
mana1288,pʷʰ,ph
mana1288,s,ph
mana1288,ts,ph
mana1288,tsʰ,ph
mana1288,t̠ʃ,ph
mana1288,t̠ʃʰ,ph
mana1288,t̪,ph
mana1288,t̪ʰ,ph
mana1288,ŋ,ph
mana1288,ŋʷ,ph
mana1288,ɲ,ph
mana1288,ɾ,ph
mana1288,ʂ,ph
mana1288,ʃ,ph
mana1288,ʈ,ph
mana1288,ʈʰ,ph
mana1288,ʔ,ph
mana1288,˥˩,ph
mana1288,˧,ph
mana1288,˧˦,ph
mana1288,˨,ph
mana1288,˩˥,ph
mana1288,a,ph
mana1288,ã,ph
mana1288,e,ph
mana1288,ẽ,ph
mana1288,i,ph
mana1288,ĩ,ph
mana1288,o,ph
mana1288,u,ph
mana1288,ũ,ph
mana1288,ʌ,ph
ngem1255,b,ph
ngem1255,d,ph
ngem1255,dz,ph
ngem1255,d̠ʒ,ph
ngem1255,f,ph
ngem1255,j,ph
ngem1255,k,ph
ngem1255,kʷ,ph
ngem1255,l,ph
ngem1255,m,ph
ngem1255,mb,ph
ngem1255,n,ph
ngem1255,nd,ph
ngem1255,r,ph
ngem1255,s,ph
ngem1255,t,ph
ngem1255,ts,ph
ngem1255,t̠ʃ,ph
ngem1255,v,ph
ngem1255,w,ph
ngem1255,z,ph
ngem1255,ŋ,ph
ngem1255,ŋʷ,ph
ngem1255,ɡ,ph
ngem1255,ɡʷ,ph
ngem1255,ɣ,ph
ngem1255,ʃ,ph
ngem1255,ʒ,ph
ngem1255,ʔ,ph
ngem1255,˦,ph
ngem1255,˨,ph
ngem1255,a,ph
ngem1255,e,ph
ngem1255,i,ph
ngem1255,o,ph
ngem1255,u,ph
ngem1255,ɔ,ph
ngem1255,ə,ph
ngem1255,ɛ,ph
ngem1255,ɨ,ph
mara1385,b,ph
mara1385,d,ph
mara1385,d̪,ph
mara1385,j,ph
mara1385,l,ph
mara1385,l̪,ph
mara1385,m,ph
mara1385,n,ph
mara1385,n̪,ph
mara1385,w,ph
mara1385,ŋ,ph
mara1385,ɖ,ph
mara1385,ɟ,ph
mara1385,ɡ,ph
mara1385,ɭ,ph
mara1385,ɲ,ph
mara1385,ɳ,ph
mara1385,ɽ,ph
mara1385,ɾ,ph
mara1385,a,ph
mara1385,e,ph
mara1385,i,ph
mara1385,o,ph
mara1385,u,ph
maib1239,f,ph
maib1239,j,ph
maib1239,k,ph
maib1239,m,ph
maib1239,n,ph
maib1239,p,ph
maib1239,r,ph
maib1239,s,ph
maib1239,t,ph
maib1239,w,ph
maib1239,x,ph
maib1239,a,ph
maib1239,e,ph
maib1239,i,ph
maib1239,o,ph
maib1239,u,ph
gbay1281,b,ph
gbay1281,d,ph
gbay1281,f,ph
gbay1281,h,ph
gbay1281,j,ph
gbay1281,k,ph
gbay1281,kp,ph
gbay1281,l,ph
gbay1281,m,ph
gbay1281,mb,ph
gbay1281,n,ph
gbay1281,nd,ph
gbay1281,nz,ph
gbay1281,p,ph
gbay1281,r,ph
gbay1281,s,ph
gbay1281,t,ph
gbay1281,v,ph
gbay1281,w,ph
gbay1281,z,ph
gbay1281,ŋ,ph
gbay1281,ŋmɡb,ph
gbay1281,ŋɡ,ph
gbay1281,ɓ,ph
gbay1281,ɗ,ph
gbay1281,ɡ,ph
gbay1281,ɡb,ph
gbay1281,ɲ,ph
gbay1281,˦,ph
gbay1281,˨,ph
gbay1281,a,ph
gbay1281,e,ph
gbay1281,i,ph
gbay1281,o,ph
gbay1281,u,ph
gbay1281,ɔ,ph
gbay1281,ɛ,ph
ming1252,b,ph
ming1252,d,ph
ming1252,dz,ph
ming1252,d̠ʒ,ph
ming1252,h,ph
ming1252,j,ph
ming1252,k,ph
ming1252,kʼ,ph
ming1252,l,ph
ming1252,m,ph
ming1252,n,ph
ming1252,p,ph
ming1252,pʼ,ph
ming1252,qʼ,ph
ming1252,r,ph
ming1252,s,ph
ming1252,t,ph
ming1252,ts,ph
ming1252,tsʼ,ph
ming1252,tʼ,ph
ming1252,t̠ʃ,ph
ming1252,t̠ʃʼ,ph
ming1252,v,ph
ming1252,x,ph
ming1252,z,ph
ming1252,ɡ,ph
ming1252,ɣ,ph
ming1252,ʃ,ph
ming1252,ʒ,ph
ming1252,ʔ,ph
ming1252,a,ph
ming1252,i,ph
ming1252,o,ph
ming1252,u,ph
ming1252,ɛ,ph
mose1249,b,ph
mose1249,d,ph
mose1249,dʲ,ph
mose1249,f,ph
mose1249,j,ph
mose1249,k,ph
mose1249,kʰ,ph
mose1249,l,ph
mose1249,m,ph
mose1249,n,ph
mose1249,p,ph
mose1249,pʰ,ph
mose1249,r,ph
mose1249,s,ph
mose1249,t,ph
mose1249,ts,ph
mose1249,tsʰ,ph
mose1249,tʲ,ph
mose1249,t̠ʃ,ph
mose1249,t̠ʃʰ,ph
mose1249,w,ph
mose1249,ɡ,ph
mose1249,ɲ,ph
mose1249,ʃ,ph
mose1249,ʔ,ph
mose1249,χ,ph
mose1249,a,ph
mose1249,ã,ph
mose1249,e,ph
mose1249,ẽ,ph
mose1249,i,ph
mose1249,iː,ph
mose1249,ĩ,ph
mose1249,ĩː,ph
mose1249,o,ph
mose1249,õ,ph
mose1249,ə,ph
mose1249,ə̃,ph
mung1266,b,ph
mung1266,d,ph
mung1266,dz,ph
mung1266,f,ph
mung1266,h,ph
mung1266,j,ph
mung1266,k,ph
mung1266,l,ph
mung1266,m,ph
mung1266,n,ph
mung1266,p,ph
mung1266,s,ph
mung1266,t,ph
mung1266,ts,ph
mung1266,v,ph
mung1266,w,ph
mung1266,ŋ,ph
mung1266,ɡ,ph
mung1266,ɣ,ph
mung1266,ɲ,ph
mung1266,ʔ,ph
mung1266,˦,ph
mung1266,˧,ph
mung1266,˨,ph
mung1266,a,ph
mung1266,e,ph
mung1266,i,ph
mung1266,o,ph
mung1266,u,ph
mung1266,ɔ,ph
mung1266,ə,ph
mung1266,ɛ,ph
mung1266,ʉ,ph
motl1237,h,ph
motl1237,j,ph
motl1237,kpʷ,ph
motl1237,l,ph
motl1237,m,ph
motl1237,mb,ph
motl1237,n,ph
motl1237,nd,ph
