glottocode,Phoneme,dataset
lakk1238,ts,spa
lakk1238,tsʰ,spa
lakk1238,tʰ,spa
lakk1238,w,spa
lakk1238,ŋ,spa
lakk1238,ŋʲ,spa
lakk1238,ŋʷ,spa
lakk1238,ŋ̥ʲ,spa
lakk1238,ɥ,spa
lakk1238,ɬ,spa
lakk1238,ʍ,spa
lakk1238,ʔ,spa
lakk1238,ˀb,spa
lakk1238,θ,spa
lakk1238,˥,spa
lakk1238,˥˦,spa
lakk1238,˧˨˥,spa
lakk1238,˨˧,spa
lakk1238,˨˧˩,spa
lakk1238,˩,spa
lakk1238,a,spa
lakk1238,ã,spa
lakk1238,ă,spa
lakk1238,ẵ,spa
lakk1238,ĕ,spa
lakk1238,i,spa
lakk1238,ie,spa
lakk1238,iẽ,spa
lakk1238,ĩ,spa
lakk1238,ĭ,spa
lakk1238,ŏ̃,spa
lakk1238,u,spa
lakk1238,uo,spa
lakk1238,ũ,spa
lakk1238,ŭ,spa
lakk1238,ŭ̃,spa
lakk1238,ɔ,spa
lakk1238,ɔ̃,spa
lakk1238,ɛ,spa
lakk1238,ɛ̃,spa
lakk1238,ɛ̆,spa
lakk1238,ɛ̆̃,spa
thai1261,b,spa
thai1261,cç,spa
thai1261,cçʰ,spa
thai1261,d,spa
thai1261,f,spa
thai1261,h,spa
thai1261,j,spa
thai1261,k,spa
thai1261,kʰ,spa
thai1261,l,spa
thai1261,m,spa
thai1261,n,spa
thai1261,p,spa
thai1261,pʰ,spa
thai1261,s,spa
thai1261,t,spa
thai1261,tʰ,spa
thai1261,w,spa
thai1261,ŋ,spa
thai1261,ɾ,spa
thai1261,ʔ,spa
thai1261,˥,spa
thai1261,˥̰,spa
thai1261,˧,spa
thai1261,˧˩,spa
thai1261,˨˧,spa
thai1261,˩,spa
thai1261,a,spa
thai1261,aː,spa
thai1261,eː,spa
thai1261,iː,spa
thai1261,o,spa
thai1261,oː,spa
thai1261,uː,spa
thai1261,æ,spa
thai1261,æː,spa
thai1261,ɔ,spa
thai1261,ɔː,spa
thai1261,ɘ,spa
thai1261,ɘː,spa
thai1261,ɛ,spa
thai1261,ɨ,spa
thai1261,ɨː,spa
thai1261,ɪ,spa
thai1261,ʊ,spa
bouy1240,b,spa
bouy1240,c,spa
bouy1240,cʰ,spa
bouy1240,d,spa
bouy1240,f,spa
bouy1240,h,spa
bouy1240,j,spa
bouy1240,k,spa
bouy1240,kʰ,spa
bouy1240,l,spa
bouy1240,m,spa
bouy1240,n,spa
bouy1240,p,spa
bouy1240,pʰ,spa
bouy1240,r,spa
bouy1240,s,spa
bouy1240,t,spa
bouy1240,tʰ,spa
bouy1240,v,spa
bouy1240,ŋ,spa
bouy1240,ɡ,spa
bouy1240,ɲ,spa
bouy1240,ʔ,spa
bouy1240,θ,spa
bouy1240,˥,spa
bouy1240,˥˩,spa
bouy1240,˦,spa
bouy1240,˧,spa
bouy1240,˩,spa
bouy1240,˩˥,spa
bouy1240,a,spa
bouy1240,aː,spa
bouy1240,i,spa
bouy1240,u,spa
bouy1240,ɔ,spa
bouy1240,ə,spa
bouy1240,ɛ,spa
bouy1240,ɯ,spa
east2563,b,spa
east2563,c,spa
east2563,cʰ,spa
east2563,d,spa
east2563,h,spa
east2563,j,spa
east2563,k,spa
east2563,kʰ,spa
east2563,l,spa
east2563,m,spa
east2563,n,spa
east2563,p,spa
east2563,pʰ,spa
east2563,t,spa
east2563,tʰ,spa
east2563,w,spa
east2563,ŋ,spa
east2563,ɲ,spa
east2563,ɾ,spa
east2563,ʂ,spa
east2563,ʃ,spa
east2563,ʈ,spa
east2563,ʈʰ,spa
east2563,ʔ,spa
east2563,˧,spa
east2563,˩,spa
east2563,a,spa
east2563,e,spa
east2563,i,spa
east2563,o,spa
east2563,u,spa
east2563,ɔ,spa
east2563,ə,spa
east2563,ɛ,spa
east2563,ɨ,spa
atay1247,j,spa
atay1247,k,spa
atay1247,l,spa
atay1247,m,spa
atay1247,n,spa
atay1247,p,spa
atay1247,q,spa
atay1247,s,spa
atay1247,t,spa
atay1247,ts,spa
atay1247,w,spa
atay1247,x,spa
atay1247,ħ,spa
atay1247,ŋ,spa
atay1247,ɣ,spa
atay1247,ɾ,spa
atay1247,ʒ,spa
atay1247,ʔ,spa
atay1247,β,spa
atay1247,a,spa
atay1247,i,spa
atay1247,iː,spa
atay1247,u,spa
atay1247,uː,spa
atay1247,ɔ,spa
atay1247,ə̆,spa
atay1247,ɛ,spa
plat1254,b,spa
plat1254,d,spa
plat1254,dz,spa
plat1254,f,spa
plat1254,h,spa
plat1254,j,spa
plat1254,k,spa
plat1254,l,spa
plat1254,m,spa
plat1254,mb,spa
plat1254,mp,spa
plat1254,n,spa
plat1254,nd,spa
plat1254,ndz,spa
plat1254,nt,spa
plat1254,nts,spa
plat1254,p,spa
plat1254,s,spa
plat1254,t,spa
plat1254,ts,spa
plat1254,v,spa
plat1254,w,spa
plat1254,z,spa
plat1254,ŋk,spa
plat1254,ŋɡ,spa
plat1254,ɖr̠,spa
plat1254,ɡ,spa
plat1254,ɳɖr̠,spa
plat1254,ɳʈr̠̥,spa
plat1254,ɾ,spa
plat1254,ʈr̠̥,spa
plat1254,a,spa
plat1254,e̞,spa
plat1254,i,spa
plat1254,ɔ,spa
plat1254,ʊ,spa
stan1306,b,spa
stan1306,c,spa
stan1306,d,spa
stan1306,f,spa
stan1306,h,spa
stan1306,k,spa
stan1306,l,spa
stan1306,m,spa
stan1306,n,spa
stan1306,p,spa
stan1306,r,spa
stan1306,s,spa
stan1306,t,spa
stan1306,v,spa
stan1306,x,spa
stan1306,z,spa
stan1306,ŋ,spa
stan1306,ɟ,spa
stan1306,ɡ,spa
stan1306,ɲ,spa
stan1306,ʃ,spa
stan1306,a,spa
stan1306,e,spa
stan1306,i,spa
stan1306,u,spa
stan1306,ɔ,spa
stan1306,ə,spa
bata1289,b,spa
bata1289,d,spa
bata1289,d̠ʒ,spa
bata1289,h,spa
bata1289,j,spa
bata1289,k,spa
bata1289,l,spa
bata1289,m,spa
bata1289,n,spa
bata1289,p,spa
bata1289,s,spa
bata1289,t,spa
bata1289,w,spa
bata1289,ŋ,spa
bata1289,ɡ,spa
bata1289,ʀ,spa
bata1289,a,spa
bata1289,i,spa
bata1289,o,spa
bata1289,u,spa
bata1289,ɛ,spa
saba1265,b,spa
saba1265,b͈,spa
saba1265,d,spa
saba1265,d̠ʒ,spa
saba1265,d̠͈ʒ,spa
saba1265,d͈,spa
saba1265,h,spa
saba1265,j,spa
saba1265,k,spa
saba1265,k͈,spa
saba1265,l,spa
saba1265,l̥,spa
saba1265,l̩,spa
saba1265,m,spa
saba1265,m̥,spa
saba1265,m̩,spa
saba1265,n,spa
saba1265,n̥,spa
saba1265,n̩,spa
saba1265,p,spa
saba1265,p͈,spa
saba1265,r̩,spa
saba1265,s,spa
saba1265,sː,spa
saba1265,t,spa
saba1265,t̠ʃ,spa
saba1265,t͈,spa
saba1265,w,spa
saba1265,ŋ,spa
saba1265,ŋ̥,spa
saba1265,ŋ̩,spa
saba1265,ɡ,spa
saba1265,ɲ,spa
saba1265,ɲ̥,spa
saba1265,ɲ̩,spa
saba1265,ɾ,spa
saba1265,ʂ͇,spa
saba1265,ʔ,spa
saba1265,a,spa
saba1265,aː,spa
saba1265,i,spa
saba1265,u,spa
saba1265,ɔ,spa
saba1265,ə,spa
saba1265,ɛ,spa
saba1265,ɨ,spa
sund1252,b,spa
sund1252,d,spa
sund1252,d̠ʒ,spa
sund1252,h,spa
sund1252,j,spa
sund1252,k,spa
sund1252,l,spa
sund1252,m,spa
sund1252,n,spa
sund1252,p,spa
sund1252,s,spa
sund1252,t̠ʃ,spa
sund1252,t̪,spa
sund1252,w,spa
sund1252,ŋ,spa
sund1252,ɡ,spa
sund1252,ɲ,spa
sund1252,ɾ,spa
sund1252,ʔ,spa
sund1252,a,spa
sund1252,i,spa
sund1252,o,spa
sund1252,u,spa
sund1252,ə,spa
sund1252,ɛ,spa
sund1252,ɨ,spa
java1254,b̤̥,spa
java1254,d̤̥,spa
java1254,d̪̤̥,spa
java1254,h,spa
java1254,j,spa
java1254,k,spa
java1254,l,spa
java1254,l̤,spa
java1254,m,spa
java1254,n,spa
java1254,p,spa
java1254,r,spa
java1254,s,spa
java1254,t,spa
java1254,ts,spa
java1254,tz̤̥,spa
java1254,t̪,spa
java1254,w,spa
java1254,ŋ,spa
java1254,ɡ̤̥,spa
java1254,ɲ,spa
java1254,ʔ,spa
java1254,a,spa
java1254,e,spa
java1254,i,spa
java1254,o,spa
java1254,u,spa
java1254,ɔ,spa
java1254,ə,spa
java1254,ɛ,spa
taga1270,b,spa
taga1270,d,spa
taga1270,f,spa
taga1270,h,spa
taga1270,j,spa
taga1270,k,spa
taga1270,l,spa
taga1270,m,spa
taga1270,n,spa
taga1270,p,spa
taga1270,s,spa
taga1270,t,spa
taga1270,t̠ʃ,spa
taga1270,w,spa
taga1270,ŋ,spa
taga1270,ɡ,spa
taga1270,ɾ,spa
taga1270,ʔ,spa
taga1270,aː,spa
taga1270,e,spa
taga1270,eː,spa
taga1270,iː,spa
taga1270,o,spa
taga1270,oː,spa
taga1270,uː,spa
taga1270,ə,spa
taga1270,ɪ,spa
taga1270,ʊ,spa
cham1312,b,spa
cham1312,bː,spa
cham1312,d,spa
cham1312,dz,spa
cham1312,dː,spa
cham1312,f,spa
cham1312,h,spa
cham1312,j,spa
cham1312,k,spa
cham1312,kː,spa
cham1312,l,spa
cham1312,lː,spa
cham1312,m,spa
cham1312,mː,spa
cham1312,n,spa
cham1312,nː,spa
cham1312,pʰ,spa
cham1312,pː,spa
cham1312,s,spa
cham1312,sː,spa
cham1312,t,spa
cham1312,ts,spa
cham1312,tː,spa
cham1312,w,spa
cham1312,ŋ,spa
cham1312,ɡ,spa
cham1312,ɡː,spa
cham1312,ɲ,spa
cham1312,ɻ,spa
cham1312,ʔ,spa
cham1312,e,spa
cham1312,i,spa
cham1312,o,spa
cham1312,u,spa
cham1312,æ,spa
cham1312,ɒ,spa
iaai1238,b,spa
iaai1238,bʷ,spa
iaai1238,d,spa
iaai1238,d̠ʒ,spa
iaai1238,f,spa
iaai1238,h,spa
iaai1238,k,spa
iaai1238,l,spa
iaai1238,l̥,spa
iaai1238,m,spa
iaai1238,mʷ,spa
iaai1238,m̥,spa
iaai1238,m̥ʷ,spa
iaai1238,n,spa
iaai1238,n̥,spa
iaai1238,p,spa
iaai1238,s,spa
iaai1238,t,spa
iaai1238,t̠ʃ,spa
iaai1238,w,spa
iaai1238,x,spa
iaai1238,ð,spa
iaai1238,ŋ,spa
iaai1238,ŋ̥,spa
iaai1238,ɖ,spa
iaai1238,ɡ,spa
iaai1238,ɲ,spa
iaai1238,ɲ̥,spa
iaai1238,ɸ,spa
iaai1238,ɹ,spa
iaai1238,ʈ,spa
iaai1238,ʍ,spa
iaai1238,θ,spa
iaai1238,a,spa
iaai1238,aː,spa
iaai1238,e,spa
iaai1238,eː,spa
iaai1238,i,spa
iaai1238,iː,spa
iaai1238,o,spa
iaai1238,oː,spa
iaai1238,u,spa
iaai1238,uː,spa
iaai1238,y,spa
iaai1238,æ,spa
iaai1238,æː,spa
iaai1238,ø,spa
iaai1238,œ,spa
iaai1238,ɔ,spa
iaai1238,ɔː,spa
iaai1238,ɛ,spa
iaai1238,ɛː,spa
adze1240,b,spa
adze1240,d,spa
adze1240,dz,spa
adze1240,f,spa
adze1240,h,spa
adze1240,j,spa
adze1240,kʰ,spa
adze1240,m,spa
adze1240,n,spa
adze1240,pʰ,spa
adze1240,r,spa
adze1240,s,spa
adze1240,tsʰ,spa
adze1240,tʰ,spa
adze1240,ŋ,spa
adze1240,ɡ,spa
adze1240,ɰ,spa
adze1240,ʔ,spa
adze1240,a,spa
adze1240,aː,spa
adze1240,i,spa
adze1240,iː,spa
adze1240,o,spa
adze1240,oː,spa
adze1240,ɯ,spa
maor1246,f,spa
maor1246,h,spa
maor1246,k,spa
maor1246,m,spa
maor1246,n,spa
maor1246,p,spa
maor1246,t,spa
maor1246,w,spa
maor1246,ŋ,spa
maor1246,ɾ,spa
maor1246,i,spa
maor1246,iː,spa
maor1246,oː,spa
maor1246,o̞,spa
maor1246,u,spa
maor1246,uː,spa
maor1246,ɑ,spa
maor1246,ɑː,spa
maor1246,ɛ,spa
maor1246,ɛː,spa
hawa1245,h,spa
hawa1245,k,spa
hawa1245,l,spa
hawa1245,m,spa
hawa1245,n,spa
hawa1245,p,spa
hawa1245,s,spa
hawa1245,w,spa
hawa1245,ʔ,spa
hawa1245,a,spa
hawa1245,aː,spa
hawa1245,eː,spa
hawa1245,i,spa
hawa1245,iː,spa
hawa1245,o,spa
hawa1245,oː,spa
hawa1245,u,spa
hawa1245,uː,spa
hawa1245,ɛ,spa
nyan1301,j,spa
nyan1301,k,spa
nyan1301,l,spa
nyan1301,l̻,spa
nyan1301,m,spa
nyan1301,n,spa
nyan1301,n̻,spa
nyan1301,p,spa
nyan1301,r,spa
nyan1301,t,spa
nyan1301,t̻,spa
nyan1301,w,spa
nyan1301,xʷ,spa
nyan1301,ŋ,spa
nyan1301,ŋʷ,spa
nyan1301,ɭ,spa
nyan1301,ɳ,spa
nyan1301,ɻ,spa
nyan1301,ʈ,spa
nyan1301,ʔ,spa
nyan1301,a,spa
nyan1301,aː,spa
nyan1301,eː,spa
nyan1301,iː,spa
nyan1301,uː,spa
nyan1301,ɪ,spa
nyan1301,ʊ,spa
kunj1245,c,spa
kunj1245,cʰ,spa
kunj1245,f,spa
kunj1245,j,spa
kunj1245,k,spa
kunj1245,kʰ,spa
kunj1245,l,spa
kunj1245,m,spa
kunj1245,n,spa
kunj1245,n̻,spa
kunj1245,p,spa
kunj1245,pʰ,spa
kunj1245,r̥,spa
kunj1245,t,spa
kunj1245,tʰ,spa
kunj1245,t̻,spa
kunj1245,t̻ʰ,spa
kunj1245,w,spa
kunj1245,ð,spa
kunj1245,ŋ,spa
kunj1245,ɣ,spa
kunj1245,ɲ,spa
kunj1245,ɻ,spa
kunj1245,a,spa
kunj1245,o̞,spa
kunj1245,ɛ,spa
kunj1245,ɪ,spa
kunj1245,ʊ,spa
mara1386,j,spa
mara1386,k,spa
mara1386,kː,spa
mara1386,l,spa
mara1386,m,spa
mara1386,mː,spa
mara1386,n,spa
mara1386,nː,spa
mara1386,p,spa
mara1386,pː,spa
mara1386,r,spa
mara1386,t,spa
mara1386,tː,spa
mara1386,t̠ʃ,spa
mara1386,t̠ʃː,spa
mara1386,w,spa
mara1386,ŋ,spa
mara1386,ɲ,spa
mara1386,ɹ,spa
mara1386,a,spa
mara1386,i,spa
mara1386,æ,spa
mara1386,ə,spa
mara1386,ʊ,spa
maun1240,j,spa
maun1240,k,spa
maun1240,l,spa
maun1240,m,spa
maun1240,n,spa
maun1240,n̻,spa
maun1240,p,spa
maun1240,r,spa
maun1240,t,spa
maun1240,t̻,spa
maun1240,w,spa
maun1240,ŋ,spa
maun1240,ɣ,spa
maun1240,ɭ,spa
maun1240,ɳ,spa
maun1240,ɻ,spa
maun1240,ɽ,spa
maun1240,ʈ,spa
maun1240,ʔ,spa
maun1240,a,spa
maun1240,i,spa
maun1240,u,spa
maun1240,ɔ,spa
maun1240,ɛ,spa
nung1290,c̟,spa
nung1290,j,spa
nung1290,k,spa
nung1290,l,spa
nung1290,l̪,spa
nung1290,m,spa
nung1290,n,spa
nung1290,n̪,spa
nung1290,p,spa
nung1290,r,spa
nung1290,t,spa
nung1290,t̪,spa
nung1290,w,spa
nung1290,ŋ,spa
nung1290,ɭ,spa
nung1290,ɲ̟,spa
nung1290,ɳ,spa
nung1290,ɻ,spa
nung1290,ʈ,spa
nung1290,aː,spa
nung1290,æ,spa
nung1290,ɐ,spa
nung1290,ɪ,spa
nung1290,ɯ̞,spa
alaw1244,c̟,spa
alaw1244,j,spa
alaw1244,k,spa
alaw1244,l,spa
alaw1244,m,spa
alaw1244,mb,spa
alaw1244,n,spa
alaw1244,nd,spa
alaw1244,p,spa
alaw1244,t,spa
alaw1244,w,spa
alaw1244,ŋ,spa
alaw1244,ŋɡ,spa
alaw1244,ɭ,spa
alaw1244,ɲ̟,spa
alaw1244,ɲ̟ʝ̟,spa
alaw1244,ɳ,spa
alaw1244,ɳɖ,spa
alaw1244,ɹ,spa
alaw1244,ɾ,spa
alaw1244,ʈ,spa
alaw1244,ʎ̟,spa
alaw1244,ʔ,spa
alaw1244,a,spa
alaw1244,e̞,spa
alaw1244,e̞ː,spa
alaw1244,ɪ,spa
alaw1244,ɯ̞,spa
wikm1247,c̟,spa
wikm1247,j,spa
wikm1247,k,spa
wikm1247,l,spa
wikm1247,m,spa
wikm1247,n,spa
wikm1247,p,spa
wikm1247,r,spa
wikm1247,t,spa
wikm1247,w,spa
wikm1247,ŋ,spa
wikm1247,ɲ̟,spa
wikm1247,ʔ,spa
wikm1247,a,spa
wikm1247,aː,spa
wikm1247,i,spa
wikm1247,iː,spa
wikm1247,ɔ,spa
wikm1247,ɔː,spa
wikm1247,ɛ,spa
wikm1247,ɛː,spa
wikm1247,ʊ,spa
wikm1247,ʊː,spa
nucl1632,f,spa
nucl1632,h,spa
nucl1632,j,spa
nucl1632,k,spa
nucl1632,m,spa
nucl1632,n,spa
nucl1632,p,spa
nucl1632,t,spa
nucl1632,w,spa
nucl1632,ɺ,spa
nucl1632,a̟,spa
nucl1632,e,spa
nucl1632,i,spa
nucl1632,u,spa
nucl1632,ɔ,spa
nucl1632,ə,spa
nucl1632,ɛ,spa
kwom1262,h,spa
kwom1262,j,spa
kwom1262,k,spa
kwom1262,kʷ,spa
kwom1262,m,spa
kwom1262,mb,spa
kwom1262,mbʷ,spa
kwom1262,mʷ,spa
kwom1262,n,spa
kwom1262,nd,spa
kwom1262,n̠d̠ʒ,spa
kwom1262,s,spa
kwom1262,t,spa
kwom1262,t̠ʃ,spa
kwom1262,w,spa
kwom1262,ŋɡ,spa
kwom1262,ŋɡʷ,spa
kwom1262,ɲ,spa
kwom1262,ɸ,spa
kwom1262,ɸʷ,spa
kwom1262,ɾ,spa
kwom1262,ʃ,spa
kwom1262,ʔ,spa
kwom1262,β,spa
kwom1262,a,spa
kwom1262,e,spa
kwom1262,i,spa
kwom1262,o̞,spa
kwom1262,u,spa
kwom1262,ɛ,spa
kwom1262,ɨ,spa
tamn1235,f,spa
tamn1235,k,spa
tamn1235,m,spa
tamn1235,n,spa
tamn1235,p,spa
tamn1235,pʷ,spa
tamn1235,s,spa
tamn1235,t,spa
tamn1235,t̠ʃ,spa
tamn1235,w,spa
tamn1235,ɾ,spa
tamn1235,ʃ,spa
tamn1235,ʝ,spa
tamn1235,θ,spa
tamn1235,a,spa
tamn1235,e,spa
tamn1235,i,spa
tamn1235,u,spa
tamn1235,ɔ,spa
tele1256,b,spa
tele1256,d,spa
tele1256,f,spa
tele1256,h,spa
tele1256,j,spa
tele1256,k,spa
tele1256,kʷ,spa
tele1256,l,spa
tele1256,m,spa
tele1256,n,spa
tele1256,p,spa
tele1256,s,spa
tele1256,t,spa
tele1256,w,spa
tele1256,ŋ,spa
tele1256,ɡ,spa
tele1256,ʔ,spa
tele1256,˥,spa
tele1256,˧,spa
tele1256,a,spa
tele1256,aː,spa
tele1256,i,spa
tele1256,iː,spa
tele1256,u,spa
tele1256,uː,spa
tele1256,ɔː,spa
tele1256,ɛː,spa
gads1258,d,spa
gads1258,j,spa
gads1258,k,spa
gads1258,m,spa
gads1258,n,spa
gads1258,p,spa
gads1258,t̻,spa
gads1258,ʔ,spa
gads1258,β,spa
gads1258,˥,spa
gads1258,˧˩,spa
gads1258,˩,spa
gads1258,˩˨,spa
gads1258,a̟ː,spa
gads1258,eː,spa
gads1258,i,spa
gads1258,oː,spa
gads1258,u,spa
gads1258,ɜ,spa
awiy1238,j,spa
awiy1238,k,spa
awiy1238,m,spa
awiy1238,mː,spa
awiy1238,n,spa
awiy1238,nː,spa
awiy1238,p,spa
awiy1238,t,spa
awiy1238,w,spa
awiy1238,ɾ,spa
awiy1238,ʔ,spa
awiy1238,˥,spa
awiy1238,˥˩,spa
awiy1238,˩,spa
awiy1238,aː,spa
awiy1238,e,spa
awiy1238,i,spa
awiy1238,o̞,spa
awiy1238,u,spa
awiy1238,ə,spa
kuni1267,b,spa
kuni1267,d̪,spa
kuni1267,k,spa
kuni1267,l,spa
kuni1267,m,spa
kuni1267,n,spa
kuni1267,p,spa
kuni1267,s,spa
kuni1267,t,spa
kuni1267,z,spa
kuni1267,ŋ,spa
kuni1267,ɡ,spa
kuni1267,ɢ,spa
kuni1267,ɽ,spa
kuni1267,β̞,spa
kuni1267,a,spa
kuni1267,e,spa
kuni1267,i,spa
kuni1267,u,spa
kuni1267,ʊ,spa
sele1250,h,spa
sele1250,j,spa
sele1250,kʰ,spa
sele1250,l,spa
sele1250,m,spa
sele1250,mb,spa
sele1250,n,spa
sele1250,nd,spa
sele1250,pʰ,spa
sele1250,s,spa
sele1250,tʰ,spa
sele1250,w,spa
sele1250,ŋ,spa
sele1250,ŋɡ,spa
sele1250,ɾ,spa
sele1250,a,spa
sele1250,i,spa
sele1250,o,spa
sele1250,u,spa
sele1250,ɛ,spa
sele1250,ɶ̝,spa
naas1242,b,spa
naas1242,k,spa
naas1242,m,spa
naas1242,n,spa
naas1242,p,spa
naas1242,t,spa
naas1242,ɾ,spa
naas1242,ʔ,spa
naas1242,a,spa
naas1242,aː,spa
naas1242,i,spa
naas1242,iː,spa
naas1242,o,spa
naas1242,oː,spa
naas1242,u,spa
naas1242,uː,spa
naas1242,ɛ,spa
naas1242,ɛː,spa
aleu1260,f,spa
aleu1260,h,spa
aleu1260,j,spa
aleu1260,j̥,spa
aleu1260,k,spa
aleu1260,l,spa
aleu1260,l̥,spa
aleu1260,m,spa
aleu1260,m̥,spa
aleu1260,n,spa
aleu1260,n̥,spa
aleu1260,p,spa
aleu1260,q,spa
aleu1260,r,spa
aleu1260,t,spa
aleu1260,t̠ʃ,spa
aleu1260,v,spa
aleu1260,w,spa
aleu1260,x,spa
aleu1260,ð,spa
aleu1260,ŋ,spa
aleu1260,ŋ̥,spa
aleu1260,ɣ,spa
aleu1260,ʁ,spa
aleu1260,ʃ,spa
aleu1260,ʍ,spa
aleu1260,ʒ,spa
aleu1260,ʔ,spa
aleu1260,β,spa
aleu1260,χ,spa
aleu1260,a,spa
aleu1260,aː,spa
aleu1260,i,spa
aleu1260,iː,spa
aleu1260,u,spa
aleu1260,uː,spa
kala1399,fː,spa
kala1399,h,spa
kala1399,k,spa
kala1399,kː,spa
kala1399,l,spa
kala1399,m,spa
kala1399,mː,spa
kala1399,n,spa
kala1399,nː,spa
kala1399,p,spa
kala1399,pː,spa
kala1399,q,spa
kala1399,qː,spa
kala1399,s̻,spa
kala1399,s̻ː,spa
kala1399,t,spa
kala1399,tː,spa
kala1399,tːs,spa
kala1399,xː,spa
kala1399,ŋ,spa
kala1399,ŋː,spa
kala1399,ɣ,spa
kala1399,ɬː,spa
kala1399,ɴ,spa
kala1399,ɴː,spa
kala1399,ʁ,spa
kala1399,ʃ,spa
kala1399,ʃː,spa
kala1399,ʔ,spa
kala1399,ʝ,spa
kala1399,β,spa
kala1399,χː,spa
kala1399,a,spa
kala1399,aː,spa
kala1399,i,spa
kala1399,u,spa
kala1399,ɪː,spa
kala1399,ʊː,spa
chip1261,h,spa
chip1261,j,spa
chip1261,k,spa
chip1261,kx,spa
chip1261,kxʷ,spa
chip1261,kʷ,spa
chip1261,kʷʼ,spa
chip1261,kʼ,spa
chip1261,l,spa
chip1261,l̥,spa
chip1261,m,spa
chip1261,n,spa
chip1261,p,spa
chip1261,r,spa
chip1261,s,spa
chip1261,t,spa
chip1261,ts,spa
chip1261,tsʰ,spa
chip1261,tsʼ,spa
chip1261,tx,spa
chip1261,tɬ,spa
chip1261,tɬʰ,spa
chip1261,tɬʼ,spa
chip1261,tʼ,spa
chip1261,t̠ʃ,spa
chip1261,t̠ʃʰ,spa
chip1261,t̠ʃʼ,spa
chip1261,t̪θ,spa
chip1261,t̪θʰ,spa
chip1261,t̪θʼ,spa
chip1261,x,spa
chip1261,xʷ,spa
chip1261,z,spa
chip1261,ð,spa
chip1261,ɣ,spa
chip1261,ɣʷ,spa
chip1261,ʃ,spa
chip1261,ʔ,spa
chip1261,θ,spa
chip1261,˥,spa
chip1261,˥˦,spa
chip1261,˩,spa
chip1261,˩˨,spa
chip1261,a,spa
chip1261,aː,spa
chip1261,ã,spa
chip1261,ãː,spa
chip1261,e,spa
chip1261,i,spa
chip1261,iː,spa
chip1261,ĩ,spa
chip1261,ĩː,spa
chip1261,o,spa
chip1261,u,spa
chip1261,uː,spa
chip1261,ũ,spa
chip1261,ũː,spa
chip1261,ɛ,spa
chip1261,ɛː,spa
chip1261,ɛ̃,spa
chip1261,ɛ̃ː,spa
hupa1239,c,spa
hupa1239,cʰ,spa
hupa1239,cʼ,spa
hupa1239,h,spa
hupa1239,hʷ,spa
hupa1239,j,spa
hupa1239,k,spa
hupa1239,kʰ,spa
hupa1239,kʼ,spa
hupa1239,l,spa
hupa1239,m,spa
hupa1239,n,spa
hupa1239,p,spa
hupa1239,q,spa
hupa1239,qʰ,spa
hupa1239,qʼ,spa
hupa1239,s̻,spa
hupa1239,t,spa
hupa1239,tɬʼ,spa
hupa1239,tʰ,spa
hupa1239,tʼ,spa
hupa1239,t̠ʃ,spa
hupa1239,t̠ʃʷʰ,spa
hupa1239,t̠ʃʷʼ,spa
hupa1239,t̠ʃʼ,spa
hupa1239,t̻s̻,spa
hupa1239,t̻s̻ʰ,spa
hupa1239,t̻s̻ʼ,spa
hupa1239,w,spa
hupa1239,x,spa
hupa1239,xʷ,spa
hupa1239,ŋ,spa
hupa1239,ɬ,spa
hupa1239,ʃ,spa
hupa1239,ʔ,spa
hupa1239,a,spa
hupa1239,aː,spa
hupa1239,e̞,spa
hupa1239,e̞ː,spa
hupa1239,o̞,spa
hupa1239,o̞ː,spa
hupa1239,ɪ,spa
nava1243,h,spa
nava1243,hʷ,spa
nava1243,j,spa
nava1243,k,spa
nava1243,kʰ,spa
nava1243,kʷʰ,spa
nava1243,kʼ,spa
nava1243,l,spa
nava1243,m,spa
nava1243,n,spa
nava1243,p,spa
nava1243,s,spa
nava1243,t,spa
nava1243,ts,spa
nava1243,tsʰ,spa
nava1243,tsʼ,spa
nava1243,tɬ,spa
nava1243,tɬʰ,spa
nava1243,tɬʼ,spa
nava1243,tʰ,spa
nava1243,tʼ,spa
nava1243,t̠ʃ,spa
nava1243,t̠ʃʰ,spa
nava1243,t̠ʃʼ,spa
nava1243,w,spa
nava1243,x,spa
nava1243,xʷ,spa
nava1243,z,spa
nava1243,ɣ,spa
nava1243,ɬ,spa
nava1243,ʃ,spa
nava1243,ʒ,spa
nava1243,ʔ,spa
nava1243,ˀj,spa
nava1243,ˀm,spa
nava1243,ˀn,spa
nava1243,˥,spa
nava1243,˩,spa
nava1243,a,spa
nava1243,aː,spa
nava1243,ã,spa
nava1243,ãː,spa
nava1243,iː,spa
nava1243,ĩː,spa
nava1243,oː,spa
nava1243,õː,spa
nava1243,ɔ,spa
nava1243,ɔ̃,spa
nava1243,ɛ,spa
nava1243,ɛː,spa
nava1243,ɛ̃,spa
nava1243,ɛ̃ː,spa
nava1243,ɪ,spa
nava1243,ɪ̃,spa
squa1248,h,spa
squa1248,j,spa
squa1248,k,spa
squa1248,kʷ,spa
squa1248,kʷʼ,spa
squa1248,kʼ,spa
squa1248,l,spa
squa1248,m,spa
squa1248,n,spa
squa1248,p,spa
squa1248,pʼ,spa
squa1248,q,spa
squa1248,qʷ,spa
squa1248,qʷʼ,spa
squa1248,qʼ,spa
squa1248,s,spa
squa1248,t,spa
squa1248,ts,spa
squa1248,tsʼ,spa
