Source,Target,Value
"gheg1238","89A","1"
"gheg1238","90A","1"
"gheg1238","90C","1"
"gheg1238","91A","1"
"gheg1238","92A","1"
"gheg1238","94A","1"
"gheg1238","95A","4"
"gheg1238","96A","4"
"gheg1238","97A","4"
"gheg1238","100A","2"
"gheg1238","101A","2"
"gheg1238","102A","5"
"gheg1238","103A","2"
"gheg1238","104A","3"
"gheg1238","107A","1"
"gheg1238","112A","2"
"gheg1238","113A","1"
"gheg1238","114A","7"
"gheg1238","116A","1"
"gheg1238","117A","5"
"gheg1238","118A","2"
"gheg1238","119A","2"
"gheg1238","120A","1"
"gheg1238","121A","4"
"gheg1238","124A","2"
"gheg1238","131A","1"
"gheg1238","138A","1"
"gheg1238","142A","1"
"gheg1238","143A","1"
"gheg1238","143E","1"
"gheg1238","143F","4"
"gheg1238","143G","4"
"gheg1238","144A","2"
"gheg1238","144B","3"
"gheg1238","144D","2"
"gheg1238","144H","4"
"gheg1238","144I","1"
"gheg1238","144J","7"
"gheg1238","144K","4"
"alla1248","1A","3"
"alla1248","2A","3"
"alla1248","3A","3"
"alla1248","4A","4"
"alla1248","5A","2"
"alla1248","6A","1"
"alla1248","7A","1"
"alla1248","8A","2"
"alla1248","11A","1"
"alla1248","12A","2"
"alla1248","13A","2"
"alla1248","18A","1"
"alla1248","19A","3"
"alaw1244","1A","3"
"alaw1244","2A","1"
"alaw1244","3A","4"
"alaw1244","4A","1"
"alaw1244","5A","1"
"alaw1244","6A","1"
"alaw1244","7A","1"
"alaw1244","8A","2"
"alaw1244","11A","1"
"alaw1244","12A","3"
"alaw1244","13A","1"
"alaw1244","14A","6"
"alaw1244","15A","8"
"alaw1244","16A","1"
"alaw1244","18A","3"
"alaw1244","19A","1"
"alaw1244","26A","2"
"alaw1244","27A","1"
"alaw1244","33A","1"
"alaw1244","51A","1"
"alaw1244","57A","2"
"alaw1244","58A","2"
"alaw1244","58B","1"
"alaw1244","59A","2"
"alaw1244","65A","1"
"alaw1244","66A","1"
"alaw1244","67A","1"
"alaw1244","68A","4"
"alaw1244","69A","2"
"alaw1244","70A","2"
"alaw1244","77A","1"
"alaw1244","78A","1"
"alaw1244","81A","7"
"alaw1244","82A","3"
"alaw1244","83A","3"
"alaw1244","84A","6"
"alaw1244","85A","2"
"alaw1244","87A","3"
"alaw1244","88A","1"
"alaw1244","94A","1"
"alaw1244","95A","5"
"alaw1244","96A","5"
"alaw1244","97A","5"
"alaw1244","112A","2"
"alaw1244","143A","1"
"alaw1244","143E","1"
"alaw1244","143F","4"
"alaw1244","143G","4"
"amah1246","1A","1"
"amah1246","2A","1"
"amah1246","3A","3"
"amah1246","4A","1"
"amah1246","5A","1"
"amah1246","6A","1"
"amah1246","7A","1"
"amah1246","8A","1"
"amah1246","10A","1"
"amah1246","11A","1"
"amah1246","18A","1"
"amah1246","19A","5"
"amah1246","26A","2"
"amah1246","37A","5"
"amah1246","38A","5"
"amah1246","51A","9"
"amah1246","57A","1"
"amah1246","69A","2"
"amah1246","77A","2"
"amah1246","78A","2"
"amah1246","81A","7"
"amah1246","82A","3"
"amah1246","83A","1"
"amah1246","85A","1"
"amah1246","86A","1"
"amah1246","87A","2"
"amah1246","88A","1"
"amah1246","91A","2"
"amah1246","92A","3"
"amah1246","95A","1"
"amah1246","97A","2"
"amah1246","112A","1"
"amah1246","116A","1"
"amah1246","129A","2"
"amah1246","130A","1"
"amah1246","130B","2"
"amah1246","143A","4"
"amah1246","143E","4"
"amah1246","143F","2"
"amah1246","143G","4"
"amel1241","1A","2"
"amel1241","2A","2"
"amel1241","3A","3"
"amel1241","4A","2"
"amel1241","5A","3"
"amel1241","6A","1"
"amel1241","7A","1"
"amel1241","8A","2"
"amel1241","9A","3"
"amel1241","10A","2"
"amel1241","11A","1"
"amel1241","12A","2"
"amel1241","13A","1"
"amel1241","14A","1"
"amel1241","15A","5"
"amel1241","16A","3"
"amel1241","17A","5"
"amel1241","18A","1"
"amel1241","19A","3"
"amel1241","20A","1"
"amel1241","21A","5"
"amel1241","21B","1"
"amel1241","22A","4"
"amel1241","23A","1"
"amel1241","24A","2"
"amel1241","25A","5"
"amel1241","25B","2"
"amel1241","26A","2"
"amel1241","27A","1"
"amel1241","28A","1"
"amel1241","29A","2"
"amel1241","30A","1"
"amel1241","31A","1"
"amel1241","32A","1"
"amel1241","33A","6"
"amel1241","34A","3"
"amel1241","35A","5"
"amel1241","36A","4"
"amel1241","37A","4"
"amel1241","38A","1"
"amel1241","39A","3"
"amel1241","40A","3"
"amel1241","41A","3"
"amel1241","42A","1"
"amel1241","43A","1"
"amel1241","44A","6"
"amel1241","45A","1"
"amel1241","46A","2"
"amel1241","47A","1"
"amel1241","48A","2"
"amel1241","49A","1"
"amel1241","50A","1"
"amel1241","51A","9"
"amel1241","52A","2"
"amel1241","53A","5"
"amel1241","54A","1"
"amel1241","55A","1"
"amel1241","56A","2"
"amel1241","57A","2"
"amel1241","58A","2"
"amel1241","58B","1"
"amel1241","59A","4"
"amel1241","60A","4"
"amel1241","61A","2"
"amel1241","62A","2"
"amel1241","63A","2"
"amel1241","64A","2"
"amel1241","65A","2"
"amel1241","66A","2"
"amel1241","67A","1"
"amel1241","68A","2"
"amel1241","69A","2"
"amel1241","70A","5"
"amel1241","71A","4"
"amel1241","72A","1"
"amel1241","73A","2"
"amel1241","74A","3"
"amel1241","75A","3"
"amel1241","76A","3"
"amel1241","77A","1"
"amel1241","78A","1"
"amel1241","79A","4"
"amel1241","79B","5"
"amel1241","80A","2"
"amel1241","81A","1"
"amel1241","82A","1"
"amel1241","83A","1"
"amel1241","84A","3"
"amel1241","85A","1"
"amel1241","86A","1"
"amel1241","87A","2"
"amel1241","88A","2"
"amel1241","89A","2"
"amel1241","90A","1"
"amel1241","90C","1"
"amel1241","91A","2"
"amel1241","92A","2"
"amel1241","93A","2"
"amel1241","94A","2"
"amel1241","95A","1"
"amel1241","96A","2"
"amel1241","97A","2"
"amel1241","98A","1"
"amel1241","99A","1"
"amel1241","100A","2"
"amel1241","102A","5"
"amel1241","103A","2"
"amel1241","104A","3"
"amel1241","105A","1"
"amel1241","106A","1"
"amel1241","107A","2"
"amel1241","108A","3"
"amel1241","108B","4"
"amel1241","109A","1"
"amel1241","109B","4"
"amel1241","110A","1"
"amel1241","111A","2"
"amel1241","112A","2"
"amel1241","113A","3"
"amel1241","114A","3"
"amel1241","116A","1"
"amel1241","117A","4"
"amel1241","118A","2"
"amel1241","119A","1"
"amel1241","120A","2"
"amel1241","121A","2"
"amel1241","122A","2"
"amel1241","123A","2"
"amel1241","124A","2"
"amel1241","125A","2"
"amel1241","126A","3"
"amel1241","127A","1"
"amel1241","128A","1"
"amel1241","136A","1"
"amel1241","136B","1"
"amel1241","137A","1"
"amel1241","137B","1"
"amel1241","142A","2"
"amel1241","143A","15"
"amel1241","143C","18"
"amel1241","143E","1"
"amel1241","143F","2"
"amel1241","143G","4"
"amel1241","144A","19"
"amel1241","144L","17"
"amel1241","144O","14"
"amel1241","144P","4"
"amel1241","144Q","2"
"amel1241","144R","3"
"amel1241","144S","4"
"amha1245","1A","4"
"amha1245","2A","3"
"amha1245","3A","4"
"amha1245","4A","2"
"amha1245","5A","2"
"amha1245","6A","1"
"amha1245","7A","2"
"amha1245","8A","2"
"amha1245","9A","3"
"amha1245","11A","1"
"amha1245","12A","2"
"amha1245","13A","1"
"amha1245","18A","1"
"amha1245","19A","1"
"amha1245","26A","3"
"amha1245","27A","1"
"amha1245","30A","2"
"amha1245","31A","2"
"amha1245","32A","3"
"amha1245","33A","2"
"amha1245","35A","4"
"amha1245","36A","2"
"amha1245","37A","1"
"amha1245","38A","2"
"amha1245","44A","1"
"amha1245","47A","1"
"amha1245","48A","3"
"amha1245","49A","2"
"amha1245","50A","2"
"amha1245","51A","1"
"amha1245","54A","2"
"amha1245","55A","1"
"amha1245","57A","2"
"amha1245","58A","2"
"amha1245","58B","1"
"amha1245","59A","1"
"amha1245","62A","2"
"amha1245","63A","1"
"amha1245","65A","2"
"amha1245","66A","1"
"amha1245","67A","2"
"amha1245","68A","3"
"amha1245","69A","4"
"amha1245","70A","1"
"amha1245","71A","4"
"amha1245","72A","4"
"amha1245","74A","2"
"amha1245","75A","1"
"amha1245","76A","3"
"amha1245","81A","1"
"amha1245","82A","1"
"amha1245","83A","1"
"amha1245","85A","4"
"amha1245","86A","1"
"amha1245","87A","1"
"amha1245","88A","1"
"amha1245","89A","1"
"amha1245","90A","2"
"amha1245","90B","1"
"amha1245","93A","2"
"amha1245","94A","2"
"amha1245","95A","5"
"amha1245","96A","1"
"amha1245","97A","1"
"amha1245","100A","2"
"amha1245","101A","2"
"amha1245","102A","5"
"amha1245","103A","2"
"amha1245","104A","2"
"amha1245","105A","2"
"amha1245","107A","1"
"amha1245","111A","2"
"amha1245","112A","6"
"amha1245","116A","3"
"amha1245","117A","1"
"amha1245","118A","2"
"amha1245","119A","2"
"amha1245","120A","1"
"amha1245","121A","1"
"amha1245","129A","1"
"amha1245","130A","2"
"amha1245","131A","1"
"amha1245","136A","1"
"amha1245","136B","1"
"amha1245","137A","1"
"amha1245","137B","1"
"amha1245","138A","1"
"amha1245","143A","14"
"amha1245","143B","4"
"amha1245","143E","2"
"amha1245","143F","2"
"amha1245","143G","4"
"amha1245","144A","18"
"amha1245","144L","16"
"amha1245","144N","6"
"amha1245","144P","4"
"amha1245","144Q","4"
"amha1245","144R","6"
"amha1245","144S","6"
"amoo1242","1A","3"
"amoo1242","2A","3"
"amoo1242","3A","2"
"amoo1242","4A","4"
"amoo1242","5A","2"
"amoo1242","6A","1"
"amoo1242","7A","1"
"amoo1242","8A","2"
"amoo1242","11A","1"
"amoo1242","12A","2"
"amoo1242","13A","2"
"amoo1242","18A","1"
"amoo1242","19A","3"
"amoo1242","26A","5"
"amoo1242","33A","1"
"amoo1242","57A","2"
"amoo1242","69A","1"
"amoo1242","71A","3"
"amoo1242","83A","2"
"amoo1242","87A","2"
"amoo1242","88A","2"
"amoo1242","89A","2"
"amoo1242","90A","1"
"amoo1242","90C","1"
"amoo1242","92A","2"
"amoo1242","94A","1"
"amoo1242","96A","4"
"amoo1242","97A","4"
"amoo1242","112A","6"
"amoo1242","116A","1"
"amoo1242","143A","14"
"amoo1242","143B","1"
"amoo1242","143E","1"
"amoo1242","143F","1"
"amoo1242","143G","4"
"east2379","1A","5"
"east2379","2A","1"
"east2379","3A","5"
"east2379","4A","1"
"east2379","5A","1"
"east2379","6A","1"
"east2379","7A","1"
"east2379","8A","2"
"east2379","11A","1"
"east2379","12A","2"
"east2379","13A","1"
"east2379","18A","3"
"east2379","19A","1"
"east2379","20A","1"
"east2379","21A","1"
"east2379","21B","1"
"east2379","22A","3"
"east2379","23A","2"
"east2379","24A","2"
"east2379","25A","2"
"east2379","25B","2"
"east2379","26A","2"
"east2379","27A","1"
"east2379","33A","9"
"east2379","34A","4"
"east2379","37A","1"
"east2379","39B","1"
"east2379","41A","3"
"east2379","42A","1"
"east2379","43A","1"
"east2379","46A","2"
"east2379","51A","6"
"east2379","57A","2"
"east2379","58A","2"
"east2379","58B","1"
"east2379","59A","2"
"east2379","63A","1"
"east2379","64A","3"
"east2379","69A","2"
"east2379","81A","1"
"east2379","82A","1"
"east2379","83A","1"
"east2379","85A","1"
"east2379","87A","2"
"east2379","88A","2"
"east2379","89A","2"
"east2379","90A","1"
"east2379","90C","1"
"east2379","92A","3"
"east2379","95A","1"
"east2379","96A","2"
"east2379","97A","2"
"east2379","101A","1"
"east2379","105A","4"
"east2379","112A","1"
"east2379","116A","1"
"east2379","117A","1"
"east2379","118A","2"
"east2379","119A","2"
"east2379","120A","2"
"east2379","121A","1"
"east2379","124A","1"
"east2379","129A","2"
"east2379","130A","1"
"east2379","130B","1"
"east2379","136A","1"
"east2379","136B","1"
"east2379","137A","1"
"east2379","137B","1"
"east2379","143A","4"
"east2379","143E","4"
"east2379","143F","2"
"east2379","143G","4"
"east2379","144A","20"
"east2379","144L","6"
"east2379","144P","4"
"east2379","144Q","4"
"east2379","144R","8"
"east2379","144S","2"
"yane1238","1A","3"
"yane1238","2A","1"
"yane1238","3A","5"
"yane1238","4A","3"
"yane1238","5A","1"
"yane1238","6A","1"
"yane1238","7A","1"
"yane1238","8A","3"
"yane1238","9A","3"
"yane1238","11A","1"
"yane1238","12A","2"
"yane1238","13A","1"
"yane1238","18A","1"
"yane1238","19A","1"
"yane1238","44A","6"
"yane1238","46A","1"
"yane1238","48A","2"
"yane1238","49A","9"
"yane1238","50A","2"
"yane1238","77A","2"
"yane1238","78A","2"
"yane1238","100A","4"
"yane1238","102A","5"
"yane1238","103A","5"
"yane1238","104A","2"
"yane1238","106A","2"
"yane1238","107A","1"
"yane1238","129A","2"
"yane1238","130A","2"
"guer1243","1A","3"
"guer1243","2A","3"
"guer1243","3A","3"
"guer1243","4A","1"
"guer1243","5A","1"
"guer1243","6A","1"
"guer1243","7A","1"
"guer1243","8A","2"
"guer1243","9A","3"
"guer1243","11A","1"
"guer1243","12A","3"
"guer1243","13A","3"
"guer1243","18A","1"
"guer1243","19A","1"
"guer1243","132A","7"
"guer1243","133A","5"
"guer1243","134A","1"
"guer1243","135A","1"
"arao1248","1A","3"
"arao1248","2A","1"
"arao1248","3A","4"
"arao1248","4A","4"
"arao1248","5A","4"
"arao1248","6A","1"
"arao1248","7A","1"
"arao1248","8A","2"
"arao1248","9A","3"
"arao1248","10A","2"
"arao1248","11A","1"
"arao1248","12A","1"
"arao1248","13A","1"
"arao1248","14A","3"
"arao1248","15A","8"
"arao1248","16A","1"
"arao1248","18A","1"
"arao1248","19A","1"
"arao1248","20A","1"
"arao1248","21A","1"
"arao1248","21B","1"
"arao1248","26A","2"
"arao1248","28A","3"
"arao1248","29A","1"
"arao1248","33A","7"
"arao1248","35A","7"
"arao1248","36A","1"
"arao1248","37A","5"
"arao1248","38A","5"
"arao1248","39A","5"
"arao1248","40A","1"
"arao1248","44A","6"
"arao1248","46A","1"
"arao1248","48A","2"
"arao1248","49A","5"
"arao1248","50A","3"
"arao1248","51A","1"
"arao1248","57A","4"
"arao1248","64A","3"
"arao1248","65A","2"
"arao1248","66A","4"
"arao1248","67A","2"
"arao1248","68A","4"
"arao1248","69A","2"
"arao1248","70A","1"
"arao1248","71A","4"
"arao1248","72A","4"
"arao1248","73A","2"
"arao1248","74A","1"
"arao1248","75A","2"
"arao1248","76A","3"
"arao1248","77A","2"
"arao1248","78A","4"
"arao1248","79A","4"
"arao1248","79B","5"
"arao1248","80A","1"
"arao1248","82A","1"
"arao1248","83A","1"
"arao1248","85A","1"
"arao1248","86A","1"
"arao1248","87A","2"
"arao1248","88A","1"
"arao1248","89A","3"
"arao1248","90A","1"
"arao1248","90C","1"
"arao1248","92A","6"
"arao1248","94A","2"
"arao1248","95A","1"
"arao1248","96A","2"
"arao1248","97A","2"
"arao1248","98A","4"
"arao1248","99A","4"
"arao1248","100A","1"
"arao1248","102A","1"
"arao1248","103A","1"
"arao1248","104A","1"
"arao1248","105A","2"
"arao1248","107A","1"
"arao1248","111A","2"
"arao1248","112A","6"
"arao1248","113A","2"
"arao1248","114A","1"
"arao1248","115A","1"
"arao1248","116A","2"
"arao1248","124A","4"
"arao1248","131A","6"
"arao1248","143A","14"
"arao1248","143B","4"
"arao1248","143E","2"
"arao1248","143F","2"
"arao1248","143G","4"
"arao1248","144A","18"
"arao1248","144L","16"
"arao1248","144N","18"
"ngas1240","1A","4"
"ngas1240","2A","3"
"ngas1240","3A","4"
"ngas1240","4A","4"
"ngas1240","5A","2"
"ngas1240","6A","1"
"ngas1240","7A","3"
"ngas1240","8A","2"
"ngas1240","11A","1"
"ngas1240","12A","3"
"ngas1240","13A","3"
"ngas1240","18A","1"
"ngas1240","19A","1"
"ngas1240","26A","1"
"ngas1240","33A","7"
"ngas1240","51A","9"
"ngas1240","57A","2"
"ngas1240","69A","5"
"ngas1240","81A","2"
"ngas1240","82A","1"
"ngas1240","83A","2"
"ngas1240","84A","1"
"ngas1240","85A","2"
"ngas1240","86A","2"
"ngas1240","87A","2"
"ngas1240","88A","2"
"ngas1240","89A","2"
"ngas1240","90A","1"
"ngas1240","90C","1"
"ngas1240","92A","2"
"ngas1240","93A","2"
"ngas1240","95A","4"
"ngas1240","96A","4"
"ngas1240","97A","4"
"ngas1240","106A","2"
"ngas1240","112A","4"
"ngas1240","116A","1"
"ngas1240","143A","2"
"ngas1240","143E","4"
"ngas1240","143F","1"
"ngas1240","143G","4"
"ngas1240","144A","4"
"ngas1240","144B","6"
"ngas1240","144D","4"
"ngas1240","144H","4"
"ngas1240","144I","8"
"ngas1240","144J","7"
"ngas1240","144K","1"
"anii1246","1A","5"
"anii1246","2A","2"
"anii1246","3A","5"
"anii1246","4A","2"
"anii1246","5A","2"
"anii1246","6A","2"
"anii1246","7A","2"
"anii1246","8A","1"
"anii1246","11A","1"
"anii1246","12A","2"
"anii1246","13A","2"
"anii1246","18A","1"
"anii1246","19A","2"
"anii1246","41A","3"
"anii1246","44A","1"
"anii1246","48A","2"
"anii1246","69A","2"
"anii1246","81A","7"
"anii1246","82A","1"
"anii1246","83A","3"
"anii1246","84A","6"
"anii1246","86A","1"
"anii1246","87A","1"
"anii1246","88A","1"
"anii1246","89A","1"
"anii1246","92A","2"
"anii1246","93A","2"
"anii1246","94A","1"
"anii1246","95A","5"
"anii1246","96A","5"
"anii1246","97A","5"
"anii1246","100A","2"
"anii1246","102A","3"
"anii1246","103A","1"
"anii1246","104A","1"
"anii1246","107A","1"
"anii1246","112A","2"
"anii1246","116A","1"
"anii1246","143A","2"
"anii1246","143E","4"
"anii1246","143F","1"
"anii1246","143G","4"
"anii1246","144A","21"
"anii1246","144B","4"
"anga1290","1A","1"
"anga1290","2A","2"
"anga1290","3A","1"
"anga1290","4A","1"
"anga1290","5A","1"
"anga1290","6A","1"
"anga1290","7A","1"
"anga1290","8A","3"
"anga1290","11A","1"
"anga1290","12A","2"
"anga1290","13A","2"
"anga1290","18A","3"
"anga1290","19A","1"
"anga1290","132A","5"
"anga1290","133A","4"
"anga1290","134A","1"
"anga1290","135A","1"
"aona1235","1A","1"
"aona1235","2A","2"
"aona1235","3A","2"
"aona1235","4A","3"
"aona1235","5A","1"
"aona1235","6A","1"
"aona1235","7A","1"
"aona1235","8A","2"
"aona1235","10A","2"
"aona1235","11A","1"
"aona1235","12A","2"
"aona1235","13A","3"
"aona1235","18A","1"
"aona1235","19A","1"
"aona1235","26A","3"
"aona1235","33A","2"
"aona1235","37A","2"
"aona1235","38A","2"
"aona1235","41A","2"
"aona1235","42A","1"
"aona1235","51A","6"
"aona1235","57A","1"
"aona1235","69A","2"
"aona1235","70A","4"
"aona1235","71A","2"
"aona1235","81A","1"
"aona1235","82A","1"
"aona1235","83A","1"
"aona1235","85A","1"
"aona1235","86A","1"
"aona1235","87A","2"
"aona1235","88A","2"
"aona1235","89A","2"
"aona1235","90A","7"
"aona1235","90B","3"
"aona1235","90D","2"
"aona1235","91A","1"
"aona1235","92A","2"
"aona1235","93A","2"
"aona1235","94A","4"
"aona1235","95A","1"
"aona1235","96A","5"
"aona1235","97A","2"
"aona1235","101A","1"
"aona1235","112A","1"
"aona1235","116A","1"
"aona1235","143A","15"
"aona1235","143C","7"
"aona1235","143E","2"
"aona1235","143F","2"
"aona1235","143G","4"
"aona1235","144A","19"
"aona1235","144L","17"
"aona1235","144O","6"
"aona1235","144P","4"
"aona1235","144Q","4"
"aona1235","144R","4"
"aona1235","144S","6"
"apin1244","1A","1"
"apin1244","2A","3"
"apin1244","3A","1"
"apin1244","4A","1"
"apin1244","5A","1"
"apin1244","6A","1"
"apin1244","7A","1"
"apin1244","8A","1"
"apin1244","11A","1"
"apin1244","13A","1"
"apin1244","18A","1"
"apin1244","19A","1"
"apin1244","27A","1"
"apin1244","33A","7"
"apin1244","51A","9"
"apin1244","57A","1"
"apin1244","70A","2"
"apin1244","81A","1"
"apin1244","82A","1"
"apin1244","83A","1"
"apin1244","84A","3"
"apin1244","85A","1"
"apin1244","86A","1"
"apin1244","87A","2"
"apin1244","88A","2"
"apin1244","92A","1"
"apin1244","93A","1"
"apin1244","95A","1"
"apin1244","97A","2"
"apin1244","116A","1"
"apin1244","129A","2"
"apin1244","130A","2"
"apin1244","132A","5"
"apin1244","133A","2"
"apin1244","134A","2"
"apin1244","135A","1"
"apur1254","1A","1"
"apur1254","2A","2"
"apur1254","3A","3"
"apur1254","4A","1"
"apur1254","5A","1"
"apur1254","6A","1"
"apur1254","7A","1"
"apur1254","8A","1"
"apur1254","9A","3"
"apur1254","10A","1"
"apur1254","11A","1"
"apur1254","12A","1"
"apur1254","13A","1"
"apur1254","14A","1"
"apur1254","15A","3"
"apur1254","16A","2"
"apur1254","17A","1"
"apur1254","18A","1"
"apur1254","19A","1"
"apur1254","20A","1"
"apur1254","21A","5"
"apur1254","21B","1"
"apur1254","22A","4"
"apur1254","23A","1"
"apur1254","24A","1"
"apur1254","25A","1"
"apur1254","25B","2"
"apur1254","26A","4"
"apur1254","27A","3"
"apur1254","28A","1"
"apur1254","29A","3"
"apur1254","30A","2"
"apur1254","31A","2"
"apur1254","32A","3"
"apur1254","33A","2"
"apur1254","34A","6"
"apur1254","35A","3"
"apur1254","36A","4"
"apur1254","37A","5"
"apur1254","38A","5"
"apur1254","39A","3"
"apur1254","40A","3"
"apur1254","41A","2"
"apur1254","42A","1"
"apur1254","43A","5"
"apur1254","44A","3"
"apur1254","45A","1"
"apur1254","47A","2"
"apur1254","48A","1"
"apur1254","49A","9"
"apur1254","50A","2"
"apur1254","51A","6"
"apur1254","53A","1"
"apur1254","55A","1"
"apur1254","57A","1"
"apur1254","58A","2"
"apur1254","58B","1"
"apur1254","59A","1"
"apur1254","62A","1"
"apur1254","64A","3"
"apur1254","65A","2"
"apur1254","66A","4"
"apur1254","67A","1"
"apur1254","68A","4"
"apur1254","69A","2"
"apur1254","70A","3"
"apur1254","72A","4"
"apur1254","73A","2"
"apur1254","74A","2"
"apur1254","75A","2"
"apur1254","77A","2"
"apur1254","78A","2"
"apur1254","79A","4"
"apur1254","79B","5"
"apur1254","80A","1"
"apur1254","81A","2"
"apur1254","82A","1"
"apur1254","83A","3"
"apur1254","84A","6"
"apur1254","85A","1"
"apur1254","86A","1"
"apur1254","87A","2"
"apur1254","88A","1"
"apur1254","89A","1"
"apur1254","90A","1"
"apur1254","90C","1"
"apur1254","92A","6"
"apur1254","93A","1"
"apur1254","94A","1"
"apur1254","95A","5"
"apur1254","96A","5"
"apur1254","97A","5"
"apur1254","98A","1"
"apur1254","99A","1"
"apur1254","100A","4"
"apur1254","101A","2"
"apur1254","102A","5"
"apur1254","103A","2"
"apur1254","104A","2"
"apur1254","105A","4"
"apur1254","106A","2"
"apur1254","107A","1"
"apur1254","108A","3"
"apur1254","108B","4"
"apur1254","109A","8"
"apur1254","109B","5"
"apur1254","111A","2"
"apur1254","112A","2"
"apur1254","113A","1"
"apur1254","114A","7"
"apur1254","116A","6"
"apur1254","124A","4"
"apur1254","126A","1"
"apur1254","127A","1"
"apur1254","128A","1"
"apur1254","136A","1"
"apur1254","136B","1"
"apur1254","137A","1"
"apur1254","137B","2"
"apur1254","143A","1"
"apur1254","143E","1"
"apur1254","143F","4"
"apur1254","143G","4"
"apur1254","144A","16"
"apur1254","144D","13"
"apur1254","144E","2"
"apur1254","144H","1"
"apur1254","144I","1"
"apur1254","144J","7"
"apur1254","144K","4"
"arab1268","1A","1"
"arab1268","2A","2"
"arab1268","3A","2"
"arab1268","4A","1"
"arab1268","5A","1"
"arab1268","6A","1"
"arab1268","7A","1"
"arab1268","8A","1"
"arab1268","9A","3"
"arab1268","11A","1"
"arab1268","12A","2"
"arab1268","13A","1"
"arab1268","18A","1"
"arab1268","19A","1"
"arab1268","49A","7"
"arab1268","50A","2"
"arab1268","55A","1"
"arab1268","132A","5"
"arab1268","133A","2"
"arab1268","134A","2"
"arab1268","135A","1"
