Source,Target,Value
"imon1245","89A","2"
"imon1245","90A","7"
"imon1245","90B","3"
"imon1245","90D","2"
"imon1245","91A","3"
"imon1245","95A","1"
"imon1245","96A","5"
"imon1245","97A","2"
"imon1245","98A","6"
"imon1245","99A","6"
"imon1245","100A","1"
"imon1245","101A","5"
"imon1245","102A","1"
"imon1245","103A","1"
"imon1245","104A","1"
"imon1245","105A","1"
"imon1245","106A","4"
"imon1245","107A","2"
"imon1245","108A","3"
"imon1245","108B","4"
"imon1245","109A","3"
"imon1245","109B","4"
"imon1245","112A","2"
"imon1245","113A","3"
"imon1245","114A","4"
"imon1245","116A","1"
"imon1245","118A","2"
"imon1245","119A","1"
"imon1245","120A","2"
"imon1245","122A","4"
"imon1245","123A","4"
"imon1245","124A","1"
"imon1245","126A","1"
"imon1245","127A","1"
"imon1245","131A","6"
"imon1245","136A","1"
"imon1245","136B","1"
"imon1245","137A","1"
"imon1245","137B","1"
"imon1245","143A","1"
"imon1245","143E","1"
"imon1245","143F","4"
"imon1245","143G","4"
"imon1245","144A","21"
"imon1245","144L","18"
"indo1316","1A","3"
"indo1316","2A","2"
"indo1316","3A","3"
"indo1316","4A","4"
"indo1316","5A","2"
"indo1316","6A","1"
"indo1316","7A","1"
"indo1316","8A","2"
"indo1316","9A","1"
"indo1316","10A","2"
"indo1316","11A","1"
"indo1316","12A","3"
"indo1316","13A","1"
"indo1316","14A","6"
"indo1316","15A","8"
"indo1316","16A","1"
"indo1316","17A","1"
"indo1316","18A","1"
"indo1316","19A","1"
"indo1316","20A","2"
"indo1316","21A","5"
"indo1316","21B","1"
"indo1316","22A","3"
"indo1316","23A","4"
"indo1316","24A","4"
"indo1316","25A","4"
"indo1316","25B","1"
"indo1316","26A","2"
"indo1316","27A","2"
"indo1316","28A","1"
"indo1316","29A","1"
"indo1316","30A","1"
"indo1316","31A","1"
"indo1316","32A","1"
"indo1316","33A","5"
"indo1316","34A","4"
"indo1316","35A","4"
"indo1316","36A","3"
"indo1316","37A","2"
"indo1316","38A","4"
"indo1316","39A","5"
"indo1316","40A","1"
"indo1316","41A","2"
"indo1316","42A","1"
"indo1316","43A","1"
"indo1316","44A","6"
"indo1316","45A","4"
"indo1316","46A","2"
"indo1316","47A","1"
"indo1316","48A","2"
"indo1316","49A","1"
"indo1316","50A","1"
"indo1316","51A","9"
"indo1316","52A","3"
"indo1316","53A","5"
"indo1316","54A","1"
"indo1316","55A","2"
"indo1316","56A","3"
"indo1316","57A","4"
"indo1316","58A","2"
"indo1316","58B","1"
"indo1316","59A","1"
"indo1316","60A","1"
"indo1316","61A","5"
"indo1316","62A","3"
"indo1316","63A","2"
"indo1316","64A","1"
"indo1316","65A","2"
"indo1316","66A","4"
"indo1316","67A","2"
"indo1316","68A","2"
"indo1316","69A","2"
"indo1316","70A","5"
"indo1316","71A","2"
"indo1316","72A","4"
"indo1316","73A","2"
"indo1316","74A","1"
"indo1316","75A","3"
"indo1316","76A","3"
"indo1316","77A","1"
"indo1316","78A","1"
"indo1316","79A","4"
"indo1316","79B","5"
"indo1316","80A","1"
"indo1316","81A","2"
"indo1316","82A","1"
"indo1316","83A","2"
"indo1316","84A","1"
"indo1316","85A","2"
"indo1316","86A","2"
"indo1316","87A","2"
"indo1316","88A","2"
"indo1316","89A","1"
"indo1316","90A","1"
"indo1316","90C","1"
"indo1316","91A","1"
"indo1316","92A","5"
"indo1316","93A","3"
"indo1316","94A","1"
"indo1316","95A","4"
"indo1316","96A","4"
"indo1316","97A","4"
"indo1316","98A","1"
"indo1316","99A","1"
"indo1316","100A","2"
"indo1316","101A","1"
"indo1316","102A","3"
"indo1316","103A","2"
"indo1316","104A","1"
"indo1316","105A","4"
"indo1316","106A","2"
"indo1316","107A","1"
"indo1316","108A","3"
"indo1316","108B","4"
"indo1316","109A","2"
"indo1316","109B","4"
"indo1316","110A","1"
"indo1316","111A","2"
"indo1316","112A","4"
"indo1316","113A","1"
"indo1316","114A","7"
"indo1316","115A","1"
"indo1316","116A","1"
"indo1316","117A","3"
"indo1316","118A","1"
"indo1316","119A","1"
"indo1316","120A","2"
"indo1316","122A","4"
"indo1316","123A","4"
"indo1316","124A","1"
"indo1316","125A","1"
"indo1316","126A","1"
"indo1316","127A","1"
"indo1316","128A","1"
"indo1316","129A","2"
"indo1316","130A","2"
"indo1316","131A","1"
"indo1316","136A","1"
"indo1316","136B","1"
"indo1316","137A","1"
"indo1316","137B","2"
"indo1316","138A","2"
"indo1316","143A","1"
"indo1316","143E","1"
"indo1316","143F","4"
"indo1316","143G","4"
"indo1316","144A","2"
"indo1316","144B","3"
"indo1316","144D","2"
"indo1316","144H","4"
"indo1316","144I","1"
"indo1316","144J","7"
"indo1316","144K","4"
"ingu1240","1A","5"
"ingu1240","2A","2"
"ingu1240","3A","5"
"ingu1240","4A","4"
"ingu1240","5A","2"
"ingu1240","6A","4"
"ingu1240","7A","2"
"ingu1240","8A","2"
"ingu1240","9A","3"
"ingu1240","10A","2"
"ingu1240","11A","1"
"ingu1240","12A","3"
"ingu1240","13A","1"
"ingu1240","14A","2"
"ingu1240","15A","8"
"ingu1240","16A","1"
"ingu1240","18A","1"
"ingu1240","19A","4"
"ingu1240","20A","1"
"ingu1240","21A","1"
"ingu1240","21B","1"
"ingu1240","22A","6"
"ingu1240","23A","3"
"ingu1240","24A","2"
"ingu1240","25A","5"
"ingu1240","25B","2"
"ingu1240","26A","2"
"ingu1240","28A","3"
"ingu1240","29A","3"
"ingu1240","30A","5"
"ingu1240","31A","2"
"ingu1240","32A","3"
"ingu1240","33A","2"
"ingu1240","35A","4"
"ingu1240","36A","4"
"ingu1240","37A","5"
"ingu1240","38A","5"
"ingu1240","39A","5"
"ingu1240","40A","1"
"ingu1240","41A","2"
"ingu1240","43A","1"
"ingu1240","44A","6"
"ingu1240","47A","1"
"ingu1240","48A","2"
"ingu1240","49A","8"
"ingu1240","50A","6"
"ingu1240","51A","1"
"ingu1240","53A","6"
"ingu1240","54A","2"
"ingu1240","55A","1"
"ingu1240","56A","3"
"ingu1240","57A","4"
"ingu1240","58A","2"
"ingu1240","58B","1"
"ingu1240","59A","1"
"ingu1240","60A","6"
"ingu1240","61A","4"
"ingu1240","62A","1"
"ingu1240","69A","2"
"ingu1240","70A","4"
"ingu1240","71A","2"
"ingu1240","72A","1"
"ingu1240","73A","1"
"ingu1240","74A","2"
"ingu1240","77A","3"
"ingu1240","78A","3"
"ingu1240","79A","3"
"ingu1240","79B","2"
"ingu1240","80A","3"
"ingu1240","82A","1"
"ingu1240","85A","1"
"ingu1240","86A","1"
"ingu1240","87A","1"
"ingu1240","88A","1"
"ingu1240","89A","1"
"ingu1240","90A","2"
"ingu1240","90B","1"
"ingu1240","92A","6"
"ingu1240","94A","4"
"ingu1240","98A","4"
"ingu1240","99A","4"
"ingu1240","100A","1"
"ingu1240","101A","1"
"ingu1240","102A","1"
"ingu1240","103A","1"
"ingu1240","104A","1"
"ingu1240","105A","1"
"ingu1240","107A","2"
"ingu1240","108A","3"
"ingu1240","108B","4"
"ingu1240","109A","8"
"ingu1240","109B","5"
"ingu1240","111A","2"
"ingu1240","112A","1"
"ingu1240","113A","1"
"ingu1240","114A","7"
"ingu1240","116A","2"
"ingu1240","122A","4"
"ingu1240","123A","4"
"ingu1240","125A","3"
"ingu1240","126A","3"
"ingu1240","128A","2"
"ingu1240","131A","2"
"ingu1240","136A","1"
"ingu1240","136B","1"
"ingu1240","137A","1"
"ingu1240","137B","1"
"ingu1240","138A","1"
"ingu1240","142A","1"
"ingu1240","143A","4"
"ingu1240","143E","4"
"ingu1240","143F","2"
"ingu1240","143G","4"
"iris1253","1A","5"
"iris1253","2A","2"
"iris1253","3A","4"
"iris1253","4A","4"
"iris1253","5A","2"
"iris1253","6A","1"
"iris1253","7A","1"
"iris1253","8A","2"
"iris1253","11A","1"
"iris1253","12A","3"
"iris1253","13A","1"
"iris1253","18A","1"
"iris1253","19A","1"
"iraq1241","1A","4"
"iraq1241","2A","2"
"iraq1241","3A","5"
"iraq1241","4A","2"
"iraq1241","5A","2"
"iraq1241","6A","2"
"iraq1241","7A","5"
"iraq1241","8A","4"
"iraq1241","9A","1"
"iraq1241","10A","2"
"iraq1241","11A","1"
"iraq1241","12A","2"
"iraq1241","13A","2"
"iraq1241","14A","1"
"iraq1241","15A","6"
"iraq1241","16A","7"
"iraq1241","17A","5"
"iraq1241","18A","1"
"iraq1241","19A","4"
"iraq1241","26A","2"
"iraq1241","28A","1"
"iraq1241","29A","2"
"iraq1241","30A","2"
"iraq1241","31A","2"
"iraq1241","32A","3"
"iraq1241","33A","2"
"iraq1241","34A","6"
"iraq1241","35A","4"
"iraq1241","37A","5"
"iraq1241","38A","5"
"iraq1241","39A","3"
"iraq1241","40A","3"
"iraq1241","41A","4"
"iraq1241","42A","2"
"iraq1241","43A","1"
"iraq1241","44A","4"
"iraq1241","45A","1"
"iraq1241","46A","2"
"iraq1241","48A","2"
"iraq1241","49A","9"
"iraq1241","50A","2"
"iraq1241","51A","9"
"iraq1241","52A","3"
"iraq1241","53A","3"
"iraq1241","54A","2"
"iraq1241","55A","1"
"iraq1241","56A","2"
"iraq1241","57A","2"
"iraq1241","60A","6"
"iraq1241","61A","5"
"iraq1241","62A","7"
"iraq1241","64A","1"
"iraq1241","69A","5"
"iraq1241","70A","1"
"iraq1241","71A","2"
"iraq1241","72A","1"
"iraq1241","73A","2"
"iraq1241","74A","2"
"iraq1241","75A","3"
"iraq1241","76A","2"
"iraq1241","77A","1"
"iraq1241","78A","1"
"iraq1241","79A","4"
"iraq1241","79B","1"
"iraq1241","80A","1"
"iraq1241","81A","1"
"iraq1241","82A","1"
"iraq1241","83A","1"
"iraq1241","84A","6"
"iraq1241","85A","2"
"iraq1241","86A","2"
"iraq1241","87A","2"
"iraq1241","88A","2"
"iraq1241","89A","2"
"iraq1241","90A","1"
"iraq1241","90C","1"
"iraq1241","92A","6"
"iraq1241","93A","2"
"iraq1241","95A","2"
"iraq1241","96A","2"
"iraq1241","97A","2"
"iraq1241","98A","2"
"iraq1241","99A","1"
"iraq1241","100A","2"
"iraq1241","101A","2"
"iraq1241","102A","2"
"iraq1241","103A","2"
"iraq1241","104A","1"
"iraq1241","105A","1"
"iraq1241","107A","1"
"iraq1241","108A","3"
"iraq1241","108B","4"
"iraq1241","109A","8"
"iraq1241","109B","5"
"iraq1241","111A","2"
"iraq1241","112A","1"
"iraq1241","113A","2"
"iraq1241","114A","1"
"iraq1241","115A","4"
"iraq1241","116A","2"
"iraq1241","118A","3"
"iraq1241","119A","1"
"iraq1241","120A","2"
"iraq1241","124A","1"
"iraq1241","125A","3"
"iraq1241","126A","3"
"iraq1241","127A","3"
"iraq1241","131A","1"
"iraq1241","143A","4"
"iraq1241","143E","4"
"iraq1241","143F","2"
"iraq1241","143G","4"
"iraq1241","144A","20"
"iraq1241","144L","6"
"iraq1241","144P","4"
"iraq1241","144Q","4"
"iraq1241","144R","8"
"iraq1241","144S","2"
"irar1238","1A","1"
"irar1238","2A","3"
"irar1238","3A","1"
"irar1238","4A","1"
"irar1238","5A","1"
"irar1238","6A","1"
"irar1238","7A","1"
"irar1238","8A","1"
"irar1238","11A","1"
"irar1238","12A","2"
"irar1238","13A","1"
"irar1238","14A","7"
"irar1238","15A","8"
"irar1238","16A","1"
"irar1238","17A","5"
"irar1238","18A","1"
"irar1238","19A","1"
"irar1238","26A","6"
"irar1238","37A","1"
"irar1238","51A","9"
"irar1238","57A","1"
"irar1238","69A","1"
"irar1238","81A","2"
"irar1238","82A","1"
"irar1238","83A","2"
"irar1238","85A","2"
"irar1238","86A","1"
"irar1238","87A","2"
"irar1238","88A","2"
"irar1238","89A","2"
"irar1238","92A","6"
"irar1238","93A","2"
"irar1238","95A","4"
"irar1238","97A","4"
"irar1238","112A","2"
"irar1238","116A","6"
"irar1238","143A","2"
"irar1238","143E","4"
"irar1238","143F","1"
"irar1238","143G","4"
"irar1238","144A","4"
"irar1238","144B","6"
"irar1238","144D","4"
"irar1238","144H","4"
"irar1238","144I","8"
"irar1238","144J","7"
"irar1238","144K","1"
"iran1263","1A","3"
"iran1263","2A","2"
"iran1263","3A","3"
"iran1263","4A","2"
"iran1263","5A","4"
"iran1263","6A","1"
"iran1263","7A","1"
"iran1263","8A","2"
"iran1263","11A","1"
"iran1263","12A","2"
"iran1263","13A","1"
"iran1263","18A","1"
"iran1263","19A","1"
"iran1263","26A","2"
"iran1263","33A","9"
"iran1263","51A","9"
"iran1263","57A","4"
"iran1263","69A","2"
"iran1263","81A","1"
"iran1263","82A","1"
"iran1263","83A","1"
"iran1263","86A","1"
"iran1263","87A","2"
"iran1263","89A","2"
"iran1263","97A","2"
"iran1263","112A","1"
"iran1263","143A","4"
"iran1263","143E","4"
"iran1263","143F","2"
"iran1263","143G","4"
"iran1263","144A","20"
"iran1263","144L","6"
"iran1263","144P","4"
"iran1263","144Q","4"
"iran1263","144R","8"
"iran1263","144S","2"
"isok1239","1A","4"
"isok1239","2A","3"
"isok1239","3A","3"
"isok1239","4A","4"
"isok1239","5A","2"
"isok1239","6A","1"
"isok1239","7A","1"
"isok1239","8A","2"
"isok1239","11A","1"
"isok1239","12A","2"
"isok1239","13A","2"
"isok1239","18A","1"
"isok1239","19A","3"
"itel1242","1A","4"
"itel1242","2A","2"
"itel1242","3A","4"
"itel1242","4A","3"
"itel1242","5A","1"
"itel1242","6A","4"
"itel1242","7A","2"
"itel1242","8A","4"
"itel1242","9A","1"
"itel1242","11A","1"
"itel1242","12A","3"
"itel1242","18A","1"
"itel1242","19A","1"
"itel1242","26A","2"
"itel1242","30A","1"
"itel1242","31A","1"
"itel1242","32A","1"
"itel1242","33A","2"
"itel1242","35A","6"
"itel1242","37A","5"
"itel1242","38A","5"
"itel1242","51A","1"
"itel1242","52A","2"
"itel1242","53A","7"
"itel1242","69A","2"
"itel1242","77A","1"
"itel1242","78A","1"
"itel1242","81A","1"
"itel1242","82A","1"
"itel1242","83A","1"
"itel1242","84A","6"
"itel1242","85A","5"
"itel1242","86A","3"
"itel1242","87A","3"
"itel1242","88A","1"
"itel1242","89A","1"
"itel1242","91A","1"
"itel1242","93A","2"
"itel1242","94A","1"
"itel1242","97A","5"
"itel1242","101A","2"
"itel1242","106A","2"
"itel1242","112A","6"
"itel1242","116A","1"
"itel1242","136A","2"
"itel1242","136B","2"
"itel1242","137A","1"
"itel1242","137B","1"
"itel1242","143A","14"
"itel1242","143B","2"
"itel1242","143E","1"
"itel1242","143F","2"
"itel1242","143G","4"
"itel1242","144A","18"
"itel1242","144L","16"
"itel1242","144N","15"
"itel1242","144S","6"
"iton1250","1A","3"
"iton1250","2A","2"
"iton1250","3A","3"
"iton1250","4A","2"
"iton1250","5A","4"
"iton1250","6A","1"
"iton1250","7A","2"
"iton1250","8A","2"
"iton1250","9A","3"
"iton1250","11A","1"
"iton1250","12A","2"
"iton1250","18A","1"
"iton1250","19A","1"
"iton1250","33A","2"
"iton1250","57A","1"
"iton1250","69A","4"
"iton1250","77A","2"
"iton1250","78A","4"
"iton1250","81A","2"
"iton1250","82A","1"
"iton1250","83A","2"
"iton1250","86A","3"
"iton1250","87A","3"
"iton1250","88A","1"
"iton1250","92A","6"
"iton1250","97A","5"
"iton1250","101A","2"
"iton1250","116A","2"
"ivat1242","1A","3"
"ivat1242","2A","1"
"ivat1242","3A","4"
"ivat1242","4A","2"
"ivat1242","5A","2"
"ivat1242","6A","1"
"ivat1242","7A","1"
"ivat1242","8A","2"
"ivat1242","11A","1"
"ivat1242","12A","2"
"ivat1242","13A","1"
"ivat1242","18A","1"
"ivat1242","19A","1"
"ivat1242","54A","3"
"iwam1256","1A","1"
"iwam1256","2A","2"
"iwam1256","3A","1"
"iwam1256","4A","1"
"iwam1256","5A","1"
"iwam1256","6A","1"
"iwam1256","7A","1"
"iwam1256","8A","1"
"iwam1256","11A","1"
"iwam1256","18A","1"
"iwam1256","19A","1"
"iwam1256","69A","1"
"iwam1256","81A","1"
"iwam1256","82A","1"
"iwam1256","83A","1"
"iwam1256","89A","2"
"iwam1256","92A","2"
"iwam1256","93A","2"
"iwam1256","112A","2"
"iwam1256","116A","1"
"iwam1256","132A","5"
"iwam1256","133A","2"
"iwam1256","134A","2"
"iwam1256","135A","1"
"iwam1256","143A","2"
"iwam1256","143E","4"
"iwam1256","143F","1"
"iwam1256","143G","4"
"iwam1256","144A","8"
"iwam1256","144B","4"
"iwam1256","144L","4"
"iwam1256","144P","4"
"iwam1256","144Q","4"
"iwam1256","144R","8"
"iwam1256","144S","1"
"popt1235","1A","4"
"popt1235","2A","2"
"popt1235","3A","4"
"popt1235","4A","1"
"popt1235","5A","1"
"popt1235","6A","4"
"popt1235","7A","2"
"popt1235","8A","2"
"popt1235","9A","3"
"popt1235","10A","2"
"popt1235","11A","1"
"popt1235","12A","2"
"popt1235","13A","1"
"popt1235","14A","2"
"popt1235","15A","8"
"popt1235","16A","1"
"popt1235","18A","1"
"popt1235","19A","1"
"popt1235","20A","1"
"popt1235","21A","5"
"popt1235","21B","1"
"popt1235","22A","3"
"popt1235","23A","1"
"popt1235","24A","1"
"popt1235","25A","1"
"popt1235","25B","2"
"popt1235","26A","6"
"popt1235","27A","1"
"popt1235","28A","1"
"popt1235","29A","3"
"popt1235","33A","7"
"popt1235","34A","4"
"popt1235","35A","3"
"popt1235","37A","4"
"popt1235","38A","2"
"popt1235","39A","3"
"popt1235","40A","3"
"popt1235","41A","2"
"popt1235","43A","1"
"popt1235","44A","6"
"popt1235","45A","1"
"popt1235","46A","1"
"popt1235","48A","4"
"popt1235","49A","1"
"popt1235","50A","1"
"popt1235","51A","9"
"popt1235","52A","2"
"popt1235","53A","5"
"popt1235","55A","3"
"popt1235","57A","1"
"popt1235","58A","2"
"popt1235","58B","1"
"popt1235","59A","1"
"popt1235","63A","2"
"popt1235","64A","2"
"popt1235","65A","1"
"popt1235","66A","4"
"popt1235","67A","2"
"popt1235","68A","4"
"popt1235","69A","4"
"popt1235","70A","1"
"popt1235","71A","3"
"popt1235","72A","1"
"popt1235","73A","2"
"popt1235","74A","1"
"popt1235","75A","3"
"popt1235","76A","2"
"popt1235","77A","2"
"popt1235","78A","4"
"popt1235","79A","4"
"popt1235","79B","2"
"popt1235","80A","1"
"popt1235","81A","3"
"popt1235","82A","2"
"popt1235","83A","2"
"popt1235","85A","2"
"popt1235","86A","2"
"popt1235","87A","1"
"popt1235","88A","2"
"popt1235","89A","1"
"popt1235","90A","1"
"popt1235","90C","1"
"popt1235","91A","1"
"popt1235","92A","6"
"popt1235","93A","1"
"popt1235","94A","1"
"popt1235","95A","4"
"popt1235","96A","4"
"popt1235","97A","3"
"popt1235","98A","1"
"popt1235","99A","1"
"popt1235","100A","3"
"popt1235","101A","6"
"popt1235","102A","5"
"popt1235","103A","4"
"popt1235","104A","3"
"popt1235","105A","1"
"popt1235","106A","4"
"popt1235","107A","1"
"popt1235","108A","1"
"popt1235","108B","1"
"popt1235","109A","6"
"popt1235","109B","1"
"popt1235","110A","3"
"popt1235","111A","2"
"popt1235","112A","2"
"popt1235","113A","3"
"popt1235","114A","2"
"popt1235","116A","6"
"popt1235","118A","1"
"popt1235","119A","1"
"popt1235","120A","1"
"popt1235","121A","1"
"popt1235","122A","4"
"popt1235","123A","4"
"popt1235","124A","2"
"popt1235","128A","1"
"popt1235","129A","1"
"popt1235","130A","2"
"popt1235","131A","2"
"popt1235","136A","1"
"popt1235","136B","1"
"popt1235","137A","1"
"popt1235","137B","1"
"popt1235","143A","1"
"popt1235","143E","1"
"popt1235","143F","4"
"popt1235","143G","4"
"popt1235","144A","9"
"popt1235","144B","3"
"popt1235","144T","1"
"popt1235","144V","1"
"popt1235","144W","6"
"popt1235","144X","4"
"jaqa1244","1A","5"
"jaqa1244","2A","1"
"jaqa1244","3A","5"
"jaqa1244","4A","1"
"jaqa1244","5A","1"
"jaqa1244","6A","2"
"jaqa1244","7A","2"
"jaqa1244","8A","2"
"jaqa1244","10A","2"
"jaqa1244","11A","1"
"jaqa1244","12A","2"
"jaqa1244","13A","1"
"jaqa1244","14A","6"
"jaqa1244","15A","8"
"jaqa1244","16A","1"
"jaqa1244","17A","1"
"jaqa1244","18A","1"
"jaqa1244","19A","1"
"jaqa1244","26A","2"
"jaqa1244","27A","1"
"jaqa1244","30A","1"
"jaqa1244","31A","1"
"jaqa1244","32A","1"
"jaqa1244","33A","2"
"jaqa1244","43A","6"
"jaqa1244","44A","6"
"jaqa1244","45A","1"
"jaqa1244","46A","1"
"jaqa1244","48A","1"
"jaqa1244","51A","1"
"jaqa1244","55A","1"
"jaqa1244","56A","3"
"jaqa1244","57A","2"
"jaqa1244","60A","6"
"jaqa1244","63A","2"
"jaqa1244","69A","2"
"jaqa1244","70A","1"
"jaqa1244","71A","3"
"jaqa1244","72A","1"
"jaqa1244","77A","3"
"jaqa1244","78A","2"
"jaqa1244","86A","1"
"jaqa1244","87A","1"
"jaqa1244","88A","1"
"jaqa1244","89A","1"
"jaqa1244","91A","1"
"jaqa1244","94A","4"
"jaqa1244","100A","2"
"jaqa1244","102A","5"
"jaqa1244","103A","5"
"jaqa1244","104A","5"
"jaqa1244","107A","2"
"jaqa1244","111A","2"
"jaqa1244","112A","2"
"jaqa1244","113A","2"
"jaqa1244","114A","2"
"jaqa1244","131A","1"
"jaqa1244","136A","1"
"jaqa1244","136B","1"
"jaqa1244","137A","3"
"jaqa1244","137B","2"
"jaqa1244","143A","1"
"jaqa1244","143E","1"
"jaqa1244","143F","4"
"jaqa1244","143G","4"
"java1254","1A","3"
"java1254","2A","3"
"java1254","3A","2"
"java1254","4A","1"
"java1254","5A","1"
"java1254","6A","1"
"java1254","7A","1"
"java1254","8A","2"
"java1254","11A","1"
"java1254","13A","1"
"java1254","14A","1"
"java1254","15A","3"
"java1254","16A","5"
"java1254","17A","4"
"java1254","18A","1"
"java1254","19A","1"
"java1254","54A","7"
"java1254","55A","2"
"java1254","56A","3"
"java1254","60A","4"
"java1254","61A","5"
"java1254","65A","2"
"java1254","66A","4"
"java1254","67A","2"
"java1254","68A","2"
"java1254","72A","4"
"java1254","121A","4"
"java1254","138A","2"
"jebe1250","1A","3"
"jebe1250","2A","1"
"jebe1250","3A","4"
"jebe1250","4A","1"
"jebe1250","5A","1"
"jebe1250","6A","1"
"jebe1250","7A","6"
"jebe1250","8A","2"
"jebe1250","9A","3"
"jebe1250","11A","1"
"jebe1250","12A","2"
"jebe1250","13A","1"
"jebe1250","18A","1"
"jebe1250","19A","1"
"jebe1250","26A","2"
"jebe1250","33A","2"
"jebe1250","51A","1"
"jebe1250","57A","2"
"jebe1250","69A","2"
"jebe1250","70A","1"
"jebe1250","71A","4"
"jebe1250","72A","1"
"jebe1250","73A","1"
"jebe1250","81A","7"
"jebe1250","82A","3"
"jebe1250","83A","3"
"jebe1250","84A","6"
"jebe1250","86A","2"
"jebe1250","87A","1"
"jebe1250","88A","1"
"jebe1250","90A","1"
"jebe1250","90C","1"
"jebe1250","95A","5"
"jebe1250","96A","5"
"jebe1250","97A","5"
"jebe1250","112A","1"
"jebe1250","113A","1"
"jebe1250","114A","7"
"jebe1250","116A","1"
"jebe1250","118A","1"
"jebe1250","119A","1"
"jebe1250","120A","2"
"jebe1250","143A","4"
"jebe1250","143E","4"
"jebe1250","143F","2"
"jebe1250","143G","4"
"jehh1245","1A","5"
"jehh1245","2A","3"
"jehh1245","3A","3"
"jehh1245","4A","2"
"jehh1245","5A","2"
"jehh1245","6A","1"
"jehh1245","7A","3"
"jehh1245","8A","2"
"jehh1245","11A","1"
"jehh1245","12A","3"
"jehh1245","13A","1"
"jehh1245","18A","1"
"jehh1245","19A","1"
"jehh1245","129A","1"
"jehh1245","130A","2"
"shua1257","1A","2"
"shua1257","2A","1"
"shua1257","3A","3"
"shua1257","4A","1"
"shua1257","5A","1"
"shua1257","6A","1"
"shua1257","7A","1"
"shua1257","8A","1"
"shua1257","9A","2"
"shua1257","11A","1"
"shua1257","18A","1"
"shua1257","19A","1"
"shua1257","23A","3"
"shua1257","24A","3"
"shua1257","25A","3"
"shua1257","25B","2"
"shua1257","26A","2"
"shua1257","33A","2"
"shua1257","51A","1"
"shua1257","55A","1"
"shua1257","65A","2"
"shua1257","66A","1"
"shua1257","67A","1"
"shua1257","68A","3"
"shua1257","69A","2"
"shua1257","81A","1"
"shua1257","82A","1"
"shua1257","83A","1"
"shua1257","86A","1"
"shua1257","87A","1"
"shua1257","89A","1"
"shua1257","91A","1"
"shua1257","97A","1"
"shua1257","112A","1"
"shua1257","129A","2"
"shua1257","130A","1"
"shua1257","130B","2"
"shua1257","136A","1"
"shua1257","136B","1"
"shua1257","137A","1"
"shua1257","137B","2"
"shua1257","143A","4"
"shua1257","143E","4"
"shua1257","143F","2"
"shua1257","143G","4"
"shua1257","144A","20"
"shua1257","144L","6"
"shua1257","144P","4"
"shua1257","144Q","4"
"shua1257","144R","8"
"shua1257","144S","2"
"kach1280","1A","3"
"kach1280","2A","2"
"kach1280","3A","4"
"kach1280","4A","2"
"kach1280","5A","2"
"kach1280","6A","1"
"kach1280","7A","1"
"kach1280","8A","2"
"kach1280","11A","1"
"kach1280","12A","2"
"kach1280","13A","3"
"kach1280","18A","1"
"kach1280","19A","1"
"kach1280","26A","1"
"kach1280","33A","7"
"kach1280","37A","5"
"kach1280","38A","5"
"kach1280","51A","9"
"kach1280","57A","4"
"kach1280","69A","5"
"kach1280","81A","1"
"kach1280","82A","1"
"kach1280","83A","1"
"kach1280","84A","3"
"kach1280","85A","1"
"kach1280","86A","1"
"kach1280","87A","2"
"kach1280","88A","1"
"kach1280","89A","2"
"kach1280","90A","2"
"kach1280","90B","1"
"kach1280","91A","1"
"kach1280","92A","2"
"kach1280","93A","2"
"kach1280","94A","2"
"kach1280","95A","1"
"kach1280","96A","1"
"kach1280","97A","2"
"kach1280","101A","5"
"kach1280","105A","1"
"kach1280","112A","4"
"kach1280","116A","1"
"kach1280","143A","1"
"kach1280","143E","1"
"kach1280","143F","4"
"kach1280","143G","4"
"kach1280","144A","21"
"kach1280","144L","14"
"kach1280","144S","11"
"talo1250","1A","1"
"talo1250","2A","3"
"talo1250","3A","1"
"talo1250","4A","1"
"talo1250","5A","1"
"talo1250","6A","1"
"talo1250","7A","1"
"talo1250","8A","1"
"talo1250","11A","1"
"talo1250","12A","2"
"talo1250","13A","2"
"talo1250","18A","1"
"talo1250","19A","1"
"nucl1643","1A","2"
"nucl1643","2A","2"
"nucl1643","3A","3"
"nucl1643","4A","4"
"nucl1643","5A","2"
"nucl1643","6A","3"
"nucl1643","7A","1"
"nucl1643","8A","1"
"nucl1643","9A","3"
"nucl1643","10A","2"
"nucl1643","11A","1"
"nucl1643","12A","2"
"nucl1643","13A","2"
"nucl1643","18A","1"
"nucl1643","19A","1"
"nucl1643","20A","1"
"nucl1643","21A","1"
"nucl1643","21B","1"
"nucl1643","22A","3"
"nucl1643","23A","2"
"nucl1643","24A","2"
"nucl1643","25A","2"
"nucl1643","25B","2"
"nucl1643","26A","2"
"nucl1643","27A","2"
"nucl1643","28A","1"
"nucl1643","29A","1"
"nucl1643","33A","2"
"nucl1643","34A","2"
"nucl1643","35A","8"
"nucl1643","36A","1"
"nucl1643","37A","4"
"nucl1643","38A","1"
"nucl1643","39A","3"
"nucl1643","40A","1"
"nucl1643","41A","3"
"nucl1643","42A","3"
"nucl1643","43A","1"
"nucl1643","44A","2"
"nucl1643","45A","4"
"nucl1643","46A","1"
"nucl1643","47A","1"
"nucl1643","48A","2"
"nucl1643","49A","7"
"nucl1643","50A","2"
"nucl1643","51A","6"
"nucl1643","52A","2"
"nucl1643","53A","4"
"nucl1643","54A","4"
"nucl1643","55A","3"
"nucl1643","56A","3"
